activation,loss,n_batch,n_epochs,n_neurons,steps_in,steps_out,modelo,RMSE_global,RMSE_t+1,RMSE_t+2,RMSE_t+3
relu,mse,64,1000,[150],3,3,../results/models/modelo_430_RMSE_13.7559.keras,13.755863628613223,7.51725162935943,13.2533534763176,18.316956681711225
relu,mse,64,1000,[150],5,3,../results/models/modelo_431_RMSE_13.8261.keras,13.826108520923198,7.218940726561699,13.077344848943586,18.71773963343953
relu,mse,64,1000,[150],7,3,../results/models/modelo_432_RMSE_12.9389.keras,12.93887293480643,7.151976534728077,12.642967468072976,17.065986749003017
relu,mse,64,1000,[150],14,3,../results/models/modelo_433_RMSE_9.2436.keras,9.24361082252798,6.28757925562119,9.304609999346638,11.411555677444243
relu,mse,64,1000,[150],30,3,../results/models/modelo_434_RMSE_8.2405.keras,8.24048209186269,6.526369897650492,8.281905130395929,9.619416754101685
relu,mse,64,1000,"[50, 50]",3,3,../results/models/modelo_435_RMSE_13.9123.keras,13.91231906719134,7.908624161139063,13.382868510665487,18.412233970545046
relu,mse,64,1000,"[50, 50]",5,3,../results/models/modelo_436_RMSE_11.9802.keras,11.980217352137904,6.782903949414039,11.515991587397076,15.87296365476283
relu,mse,64,1000,"[50, 50]",7,3,../results/models/modelo_437_RMSE_12.3222.keras,12.322192501683446,6.736611392324047,11.76530946790806,16.483471849667907
relu,mse,64,1000,"[50, 50]",14,3,../results/models/modelo_438_RMSE_9.8795.keras,9.879455331678143,6.7664778931104115,10.079534383098295,12.059381264967875
relu,mse,64,1000,"[50, 50]",30,3,../results/models/modelo_439_RMSE_7.6850.keras,7.684952824837412,6.161081408216184,7.9524556512940086,8.716365340866817
relu,mse,64,1000,"[50, 100]",3,3,../results/models/modelo_440_RMSE_12.4642.keras,12.464186404095821,7.297206104964919,11.92359524146544,16.451336958664072
relu,mse,64,1000,"[50, 100]",5,3,../results/models/modelo_441_RMSE_14.4129.keras,14.41289708079854,7.540724253831667,13.870236275143993,19.33775659647281
relu,mse,64,1000,"[50, 100]",7,3,../results/models/modelo_442_RMSE_14.4202.keras,14.420219929419778,8.532023394661827,13.546538342781588,19.170918187687246
relu,mse,64,1000,"[50, 100]",14,3,../results/models/modelo_443_RMSE_9.4608.keras,9.460819184416534,6.656416197019053,9.567454206920514,11.518560775166899
relu,mse,64,1000,"[50, 100]",30,3,../results/models/modelo_444_RMSE_8.4871.keras,8.487106006794695,6.285323364477744,8.637381224578958,10.098676195271963
relu,mse,64,1000,"[50, 150]",3,3,../results/models/modelo_445_RMSE_13.0913.keras,13.09134166310368,7.730396560137867,12.522435933474299,17.250485411587213
relu,mse,64,1000,"[50, 150]",5,3,../results/models/modelo_446_RMSE_13.2072.keras,13.207159580122905,7.049549059655074,11.975512458593508,18.170804933576402
relu,mse,64,1000,"[50, 150]",7,3,../results/models/modelo_447_RMSE_11.8670.keras,11.866959563095156,6.434174638771039,11.347636678480097,15.884165900273624
relu,mse,64,1000,"[50, 150]",14,3,../results/models/modelo_448_RMSE_8.7472.keras,8.747181345939014,5.928597904446553,8.98297534358799,10.662899481853549
relu,mse,64,1000,"[50, 150]",30,3,../results/models/modelo_449_RMSE_8.7737.keras,8.773702331164445,6.5891467493126195,9.064560502025873,10.264036526083508
relu,mse,64,1000,"[100, 50]",3,3,../results/models/modelo_450_RMSE_12.8268.keras,12.826827706164313,8.22970603222984,12.443797294397687,16.462271244572975
relu,mse,64,1000,"[100, 50]",5,3,../results/models/modelo_451_RMSE_13.6383.keras,13.638272331426228,7.927104804804302,13.112539481024065,17.97859099959372
relu,mse,64,1000,"[100, 50]",7,3,../results/models/modelo_452_RMSE_13.4645.keras,13.464509744535805,8.929522832278062,13.220994537119763,17.01023202132684
relu,mse,64,1000,"[100, 50]",14,3,../results/models/modelo_453_RMSE_9.0939.keras,9.093949502298164,6.45942173809115,9.236118343495264,11.003169607230143
relu,mse,64,1000,"[100, 50]",30,3,../results/models/modelo_454_RMSE_8.4501.keras,8.450114792689629,6.265110811094149,8.17179751126349,10.401126476902174
relu,mse,64,1000,"[100, 100]",3,3,../results/models/modelo_455_RMSE_12.5970.keras,12.597014473653202,7.013300655668899,11.992650186223,16.823919768364455
relu,mse,64,1000,"[100, 100]",5,3,../results/models/modelo_456_RMSE_12.9159.keras,12.915897680896336,7.16251862961892,12.158405716212323,17.35893821725532
relu,mse,64,1000,"[100, 100]",7,3,../results/models/modelo_457_RMSE_11.8309.keras,11.830917513237337,6.692694759556816,11.597101538305424,15.512153312184369
relu,mse,64,1000,"[100, 100]",14,3,../results/models/modelo_458_RMSE_8.9529.keras,8.95292824250379,6.480825390120973,9.05932306274113,10.788528178297355
relu,mse,64,1000,"[100, 100]",30,3,../results/models/modelo_459_RMSE_7.5137.keras,7.513656665839469,5.499975832793864,7.7198936806983,8.917321171391082
relu,mse,64,1000,"[100, 150]",3,3,../results/models/modelo_460_RMSE_12.7102.keras,12.710197687225058,7.141646647065094,12.05912001798007,16.977098789411567
relu,mse,64,1000,"[100, 150]",5,3,../results/models/modelo_461_RMSE_14.6603.keras,14.660346000346369,7.475327394465124,13.67397619706347,20.04791983865948
relu,mse,64,1000,"[100, 150]",7,3,../results/models/modelo_462_RMSE_11.7308.keras,11.730829928692987,6.672376425107732,11.519708082934361,15.349685044762333
relu,mse,64,1000,"[100, 150]",14,3,../results/models/modelo_463_RMSE_9.1939.keras,9.193880833616374,6.58945750524142,9.46154443028111,10.98364971804226
relu,mse,64,1000,"[100, 150]",30,3,../results/models/modelo_464_RMSE_8.7795.keras,8.779495977897653,6.829373344805615,8.862354901094678,10.298396681137547
relu,mse,64,1000,"[150, 50]",3,3,../results/models/modelo_465_RMSE_14.2104.keras,14.210377561719207,7.845951967730064,13.554365329029478,18.98748823797173
relu,mse,64,1000,"[150, 50]",5,3,../results/models/modelo_466_RMSE_12.9487.keras,12.948669327626858,6.813141360138715,12.099202859602922,17.612339624184447
relu,mse,64,1000,"[150, 50]",7,3,../results/models/modelo_467_RMSE_10.8607.keras,10.860738317591897,6.609072255323307,10.569688238543138,14.087894266835804
relu,mse,64,1000,"[150, 50]",14,3,../results/models/modelo_468_RMSE_8.9081.keras,8.90805140283998,6.206748514664559,9.210604727384332,10.709863342662802
relu,mse,64,1000,"[150, 50]",30,3,../results/models/modelo_469_RMSE_9.8245.keras,9.824535188180498,7.705658491858332,8.792746711201712,12.36425927708139
relu,mse,64,1000,"[150, 100]",3,3,../results/models/modelo_470_RMSE_13.3595.keras,13.359524250258175,7.2922031927687625,12.81885339335032,17.830631925281637
relu,mse,64,1000,"[150, 100]",5,3,../results/models/modelo_471_RMSE_13.4889.keras,13.488891453704397,6.992262748210832,12.349629526277855,18.559242715507782
relu,mse,64,1000,"[150, 100]",7,3,../results/models/modelo_472_RMSE_12.4458.keras,12.445820446517649,8.261529867387235,12.263593999218239,15.685876648548447
relu,mse,64,1000,"[150, 100]",14,3,../results/models/modelo_473_RMSE_9.2085.keras,9.208476523944986,6.019239925736573,9.318395279770142,11.4596849783279
relu,mse,64,1000,"[150, 100]",30,3,../results/models/modelo_474_RMSE_8.2762.keras,8.276210571863318,6.330548692739805,8.280335953805729,9.841096180326103
relu,mse,64,1000,"[150, 150]",3,3,../results/models/modelo_475_RMSE_12.9035.keras,12.903520483194864,7.0488018675711235,12.255031737005845,17.30985591902468
relu,mse,64,1000,"[150, 150]",5,3,../results/models/modelo_476_RMSE_13.8383.keras,13.838287537843854,8.16601064957256,12.938445147988372,18.45013585759459
relu,mse,64,1000,"[150, 150]",7,3,../results/models/modelo_477_RMSE_12.1604.keras,12.16042614784669,7.124867793382929,11.744683267153734,15.966419954791174
relu,mse,64,1000,"[150, 150]",14,3,../results/models/modelo_478_RMSE_10.0117.keras,10.011699616860628,7.478299161836691,10.534921599168342,11.566886192929818
relu,mse,64,1000,"[150, 150]",30,3,../results/models/modelo_479_RMSE_11.9647.keras,11.964735695326405,9.9397865450108,13.610703253920901,12.058776934265879
relu,mse,64,1500,[50],3,3,../results/models/modelo_480_RMSE_14.5780.keras,14.57797980270512,7.515663486742438,13.90263298426616,19.692234099844413
relu,mse,64,1500,[50],5,3,../results/models/modelo_481_RMSE_12.6941.keras,12.694127545344967,6.826900114514624,11.86912441196576,17.20290507246307
relu,mse,64,1500,[50],7,3,../results/models/modelo_482_RMSE_12.5928.keras,12.592775311011158,7.010708695511765,12.02333769488088,16.79354889123704
relu,mse,64,1500,[50],14,3,../results/models/modelo_483_RMSE_9.2795.keras,9.279499415807555,6.73987066484382,9.419185133218807,11.143627015978486
relu,mse,64,1500,[50],30,3,../results/models/modelo_484_RMSE_7.8227.keras,7.822719689351077,5.754530157450475,7.961886809686745,9.331589956229983
relu,mse,64,1500,[100],3,3,../results/models/modelo_485_RMSE_13.7865.keras,13.786548799046816,7.511354864893968,13.245186046020219,18.39433005209602
relu,mse,64,1500,[100],5,3,../results/models/modelo_486_RMSE_14.0678.keras,14.067783926224624,7.499070452766971,13.232835650539782,19.035851354091637
relu,mse,64,1500,[100],7,3,../results/models/modelo_487_RMSE_12.0997.keras,12.099724735740034,7.21111065297704,11.987116902444566,15.60509300067406
relu,mse,64,1500,[100],14,3,../results/models/modelo_488_RMSE_8.6943.keras,8.694301385894612,5.946496839809041,8.738586100162308,10.726085869062308
relu,mse,64,1500,[100],30,3,../results/models/modelo_489_RMSE_7.7806.keras,7.780583511566668,5.52347402571523,7.983069103461497,9.347421126599414
relu,mse,64,1500,[150],3,3,../results/models/modelo_490_RMSE_13.1040.keras,13.103987904669024,7.484528752044739,12.6496231871725,17.294865122327483
relu,mse,64,1500,[150],5,3,../results/models/modelo_491_RMSE_15.4356.keras,15.435553775040303,8.82004392702661,14.752321498377002,20.47790996562705
relu,mse,64,1500,[150],7,3,../results/models/modelo_492_RMSE_11.8580.keras,11.85803915003152,6.526247316154044,11.230341303162037,15.909959385049532
relu,mse,64,1500,[150],14,3,../results/models/modelo_493_RMSE_9.0083.keras,9.008336584066575,6.317544670955205,9.276683832009509,10.838918324579964
relu,mse,64,1500,[150],30,3,../results/models/modelo_494_RMSE_10.0060.keras,10.005987350270063,7.950478668940069,10.336718011995481,11.414968166250423
relu,mse,64,1500,"[50, 50]",3,3,../results/models/modelo_495_RMSE_13.4794.keras,13.479439852294329,7.224533543330984,12.82070009226423,18.12516649359016
relu,mse,64,1500,"[50, 50]",5,3,../results/models/modelo_496_RMSE_14.5826.keras,14.582592616085078,7.100218667648697,13.495952330796186,20.134601753611776
relu,mse,64,1500,"[50, 50]",7,3,../results/models/modelo_497_RMSE_11.7162.keras,11.716175366773673,6.59075995652239,11.061727917574961,15.68458970926644
relu,mse,64,1500,"[50, 50]",14,3,../results/models/modelo_498_RMSE_9.7799.keras,9.77985060868292,6.442349552492369,9.691723009997833,12.308658380402278
relu,mse,64,1500,"[50, 50]",30,3,../results/models/modelo_499_RMSE_8.0535.keras,8.053541944893537,6.059001078941197,8.138989609999467,9.57204093326961
relu,mse,64,1500,"[50, 100]",3,3,../results/models/modelo_500_RMSE_12.7487.keras,12.748721370318352,7.309477832989827,12.37618981904616,16.762790612126736
relu,mse,64,1500,"[50, 100]",5,3,../results/models/modelo_501_RMSE_11.8425.keras,11.842523729602007,6.813361053509831,11.291673122442146,15.710262063663764
relu,mse,64,1500,"[50, 100]",7,3,../results/models/modelo_502_RMSE_12.1591.keras,12.159056267682978,7.247544297082462,11.812698584748842,15.857528236447907
relu,mse,64,1500,"[50, 100]",14,3,../results/models/modelo_503_RMSE_8.9963.keras,8.9963419977069,6.769413591187605,9.07505162587533,10.7061190745413
relu,mse,64,1500,"[50, 100]",30,3,../results/models/modelo_504_RMSE_8.1075.keras,8.107475247540785,5.984840457872447,8.300426933743601,9.616551465044848
relu,mse,64,1500,"[50, 150]",3,3,../results/models/modelo_505_RMSE_13.9194.keras,13.919358968373938,7.864093541068758,13.314919871312828,18.496340283126173
relu,mse,64,1500,"[50, 150]",5,3,../results/models/modelo_506_RMSE_12.3256.keras,12.325644513270312,7.3013892090370405,11.63193353792055,16.344796596779304
relu,mse,64,1500,"[50, 150]",7,3,../results/models/modelo_507_RMSE_11.3444.keras,11.344441594287863,6.8390016516688386,11.160906262732503,14.65439500837871
relu,mse,64,1500,"[50, 150]",14,3,../results/models/modelo_508_RMSE_11.0536.keras,11.05360548417693,8.644846533908705,11.226253514214829,12.875730776900575
relu,mse,64,1500,"[50, 150]",30,3,../results/models/modelo_509_RMSE_8.5753.keras,8.575292392321055,6.086956140671378,8.679299135900902,10.403155785264914
relu,mse,64,1500,"[100, 50]",3,3,../results/models/modelo_510_RMSE_14.3153.keras,14.315313612899471,7.808111497906794,13.781405233008295,19.07592399195547
relu,mse,64,1500,"[100, 50]",5,3,../results/models/modelo_511_RMSE_13.4345.keras,13.434524864947656,7.363268389270732,12.46817593812338,18.215000478843194
relu,mse,64,1500,"[100, 50]",7,3,../results/models/modelo_512_RMSE_13.4068.keras,13.40682692523317,8.121305933578965,13.39598913985457,17.141204435732764
relu,mse,64,1500,"[100, 50]",14,3,../results/models/modelo_513_RMSE_9.2437.keras,9.24371074752593,6.1680137299545175,9.386253610324262,11.410189084390597
relu,mse,64,1500,"[100, 50]",30,3,../results/models/modelo_514_RMSE_7.6093.keras,7.60930057607068,6.015147308985007,7.800800729820175,8.756133655661964
relu,mse,64,1500,"[100, 100]",3,3,../results/models/modelo_515_RMSE_12.6207.keras,12.620742752462268,7.303461148911209,12.176194898902075,16.62074534735978
relu,mse,64,1500,"[100, 100]",5,3,../results/models/modelo_516_RMSE_12.0609.keras,12.060915309842972,6.927537930656629,11.495356217762291,16.008217826469057
relu,mse,64,1500,"[100, 100]",7,3,../results/models/modelo_517_RMSE_11.2283.keras,11.228266809338765,6.862704888086667,10.857114844587656,14.603022478088603
relu,mse,64,1500,"[100, 100]",14,3,../results/models/modelo_518_RMSE_9.8802.keras,9.880161315661546,7.127472991055719,9.8531644408641,12.040226000102626
relu,mse,64,1500,"[100, 100]",30,3,../results/models/modelo_519_RMSE_7.5326.keras,7.53259522040725,5.426252576379622,7.885946450087593,8.864964964803347
relu,mse,64,1500,"[100, 150]",3,3,../results/models/modelo_520_RMSE_12.3090.keras,12.30902161351514,6.933413402885074,11.960102944704397,16.230211193410735
relu,mse,64,1500,"[100, 150]",5,3,../results/models/modelo_521_RMSE_12.8181.keras,12.818090001264679,7.922148787583857,12.341959271503413,16.668110083914716
relu,mse,64,1500,"[100, 150]",7,3,../results/models/modelo_522_RMSE_11.0016.keras,11.001575273608234,6.533840714257278,10.697788920486055,14.351662385802003
relu,mse,64,1500,"[100, 150]",14,3,../results/models/modelo_523_RMSE_9.2499.keras,9.249859079096902,6.4287784374403545,9.547131383719782,11.144629607741532
relu,mse,64,1500,"[100, 150]",30,3,../results/models/modelo_524_RMSE_7.9203.keras,7.92026657256617,5.848623224092777,8.09102599204877,9.40854784332423
relu,mse,64,1500,"[150, 50]",3,3,../results/models/modelo_525_RMSE_12.8428.keras,12.84282403747657,7.590088284040687,12.511971426918727,16.752776445270072
relu,mse,64,1500,"[150, 50]",5,3,../results/models/modelo_526_RMSE_12.0469.keras,12.04686408839741,6.629741408664286,11.340753025365215,16.21155923299389
relu,mse,64,1500,"[150, 50]",7,3,../results/models/modelo_527_RMSE_12.2573.keras,12.25734337964159,6.962812471894957,11.840356492594225,16.18803881848682
relu,mse,64,1500,"[150, 50]",14,3,../results/models/modelo_528_RMSE_9.1902.keras,9.190234963086228,6.159389925787672,9.546239821781993,11.149550530731124
relu,mse,64,1500,"[150, 50]",30,3,../results/models/modelo_529_RMSE_8.2602.keras,8.260174809160988,6.034466079907648,8.719647567583989,9.60439634028417
relu,mse,64,1500,"[150, 100]",3,3,../results/models/modelo_530_RMSE_12.6985.keras,12.698450133899817,7.298319581524519,12.31249729146469,16.699965543168986
relu,mse,64,1500,"[150, 100]",5,3,../results/models/modelo_531_RMSE_12.3615.keras,12.36146255447809,7.090842413171578,11.58500512767018,16.5506761046404
relu,mse,64,1500,"[150, 100]",7,3,../results/models/modelo_532_RMSE_11.7260.keras,11.726035114064336,6.566592403740734,11.42830778513835,15.452292511471887
relu,mse,64,1500,"[150, 100]",14,3,../results/models/modelo_533_RMSE_10.1599.keras,10.159865554309434,6.704161077860224,10.63457330304003,12.313759748724287
relu,mse,64,1500,"[150, 100]",30,3,../results/models/modelo_534_RMSE_8.1313.keras,8.131273280798125,5.734511923548874,8.425492244008382,9.720044698760123
relu,mse,64,1500,"[150, 150]",3,3,../results/models/modelo_535_RMSE_12.8892.keras,12.889150483344576,7.598011846381028,12.375167503941482,16.956298115406845
relu,mse,64,1500,"[150, 150]",5,3,../results/models/modelo_536_RMSE_13.3543.keras,13.354307167768832,7.7178490032625495,12.468185856566294,17.888312050116
relu,mse,64,1500,"[150, 150]",7,3,../results/models/modelo_537_RMSE_12.0876.keras,12.087550165365185,6.770429892938814,11.466219240748059,16.15591849411725
relu,mse,64,1500,"[150, 150]",14,3,../results/models/modelo_538_RMSE_9.7160.keras,9.716029331780224,7.428227664018531,10.17904445219939,11.154020160448864
relu,mse,64,1500,"[150, 150]",30,3,../results/models/modelo_539_RMSE_8.3864.keras,8.386365817125071,6.538589647993493,8.592076481344566,9.716813367036002
