Date;Hour;R1;R2;R3;R4;R5;R6
24/08/2020;00:00:00;100209;9885;11802;8783;2893;9076
24/08/2020;00:30:00;95213;11148;12184;8286;2895;9034
24/08/2020;01:00:00;85383;9647;9769;6320;1681;8104
24/08/2020;01:30:00;79010;6530;12188;6967;2413;8333
24/08/2020;02:00:00;74321;7071;12501;5720;2812;1696
24/08/2020;02:30:00;72135;7320;13194;5517;3039;1430
24/08/2020;03:00:00;71303;6902;13416;6355;3047;1427
24/08/2020;03:30:00;68022;7376;13309;5892;2641;1335
24/08/2020;04:00:00;64955;6898;12983;7172;2942;1213
24/08/2020;04:30:00;63763;2777;8483;7328;1992;1225
24/08/2020;05:00:00;64204;2381;8401;7242;1653;1211
24/08/2020;05:30:00;66468;1996;8306;7322;1592;1588
24/08/2020;06:00:00;66366;2452;9471;8393;1790;1560
24/08/2020;06:30:00;78528;6978;9893;7535;1725;5302
24/08/2020;07:00:00;80863;7531;8902;6257;1803;6102
24/08/2020;07:30:00;82234;7583;8971;7099;1638;7312
24/08/2020;08:00:00;87078;8479;9874;6891;2222;7598
24/08/2020;08:30:00;93208;10347;11455;8980;3036;9906
24/08/2020;09:00:00;97840;11082;12178;10313;3163;10782
24/08/2020;09:30:00;100328;12054;14263;11116;3397;11765
24/08/2020;10:00:00;100402;10290;13061;9779;3134;10031
24/08/2020;10:30:00;99190;10299;12370;8477;2846;10057
24/08/2020;11:00:00;100388;11398;12873;9280;2765;11345
24/08/2020;11:30:00;103650;11564;14271;10711;3218;11918
24/08/2020;12:00:00;104562;11935;14100;10464;4120;11437
24/08/2020;12:30:00;110030;12313;14726;11522;3943;12810
24/08/2020;13:00:00;98037;12145;14472;10671;3514;11266
24/08/2020;13:30:00;110033;12801;16138;12983;3737;13978
24/08/2020;14:00:00;110401;12452;16257;13203;3340;14153
24/08/2020;14:30:00;110046;13269;15836;11836;3907;13361
24/08/2020;15:00:00;110742;13713;15682;12333;3831;13737
24/08/2020;15:30:00;110169;12784;15622;12221;3646;14454
24/08/2020;16:00:00;110703;12990;15239;12407;4733;13886
24/08/2020;16:30:00;108168;12493;15850;11868;3767;13122
24/08/2020;17:00:00;108894;12664;15330;11302;3341;13182
24/08/2020;17:30:00;112963;13062;16297;12281;3502;14096
24/08/2020;18:00:00;117033;13461;17265;13261;3664;15011
24/08/2020;18:30:00;112027;14174;20456;14221;4310;15057
24/08/2020;19:00:00;115463;15274;21502;14791;5225;15249
24/08/2020;19:30:00;111111;13475;17287;13363;3549;14544
24/08/2020;20:00:00;99809;10028;15559;12395;4172;13042
24/08/2020;20:30:00;127742;14936;21237;13335;4501;17722
24/08/2020;21:00:00;123105;14769;19687;15907;4366;13258
24/08/2020;21:30:00;112508;13978;18327;13428;5153;14885
24/08/2020;22:00:00;107079;13145;15327;11740;4471;12975
24/08/2020;22:30:00;101087;12954;14814;10309;4988;11337
24/08/2020;23:00:00;100048;12654;14970;9718;5312;9932
24/08/2020;23:30:00;100017;11720;13514;9290;4385;10364
25/08/2020;00:00:00;101381;10808;11683;8634;3848;9017
25/08/2020;00:30:00;91141;11343;12183;8091;3345;9186
25/08/2020;01:00:00;82507;10140;8649;5455;1959;8764
25/08/2020;01:30:00;78826;8597;8641;5880;2001;6954
25/08/2020;02:00:00;76428;8430;8402;6125;2800;4245
25/08/2020;02:30:00;71038;9057;8201;5944;3220;876
25/08/2020;03:00:00;69985;9501;7567;5562;3152;858
25/08/2020;03:30:00;68501;8942;7917;5722;2976;846
25/08/2020;04:00:00;66851;8523;7979;6339;2399;680
25/08/2020;04:30:00;63841;6598;10022;7570;3093;1343
25/08/2020;05:00:00;61529;3132;10260;7544;3366;1287
25/08/2020;05:30:00;63941;2874;10793;8092;3484;1510
25/08/2020;06:00:00;65358;2820;10503;8262;2927;1785
25/08/2020;06:30:00;80197;8381;10178;6983;2365;5313
25/08/2020;07:00:00;83363;8343;9107;7044;2061;6064
25/08/2020;07:30:00;85699;8356;10034;6810;2319;6352
25/08/2020;08:00:00;90939;9234;11863;8496;1957;7807
25/08/2020;08:30:00;97189;10656;12241;9106;3644;8984
25/08/2020;09:00:00;102197;10751;13413;10236;3266;11082
25/08/2020;09:30:00;106852;11563;13814;8999;4192;10614
25/08/2020;10:00:00;105507;11543;13647;8824;4337;10416
25/08/2020;10:30:00;103718;11283;14578;9274;3302;10791
25/08/2020;11:00:00;102742;10155;14285;9141;3940;10906
25/08/2020;11:30:00;101774;10813;13221;9169;3738;10604
25/08/2020;12:00:00;106383;10972;13856;9617;3192;10515
25/08/2020;12:30:00;103983;11723;14997;10372;3452;11560
25/08/2020;13:00:00;108812;13209;16115;12277;3685;12457
25/08/2020;13:30:00;109536;12968;14665;10574;4427;11012
25/08/2020;14:00:00;108764;13481;15902;10602;4122;10913
25/08/2020;14:30:00;105258;11979;14491;10380;3932;11099
25/08/2020;15:00:00;104670;11786;14534;10622;3672;10927
25/08/2020;15:30:00;103570;12016;14549;10200;3627;11152
25/08/2020;16:00:00;99197;12474;15239;9825;3131;11152
25/08/2020;16:30:00;97468;12748;15442;11423;4073;9854
25/08/2020;17:00:00;104959;12069;15764;11400;3622;12360
25/08/2020;17:30:00;109194;12208;17307;13480;4563;14236
25/08/2020;18:00:00;104247;13329;15770;12192;4142;13590
25/08/2020;18:30:00;109190;13475;16877;12932;4465;14020
25/08/2020;19:00:00;117368;14644;18910;15450;4907;16222
25/08/2020;19:30:00;118440;15017;17404;14956;4761;14511
25/08/2020;20:00:00;118470;14759;19387;15907;4167;13631
25/08/2020;20:30:00;123873;14948;18891;14834;4973;16839
25/08/2020;21:00:00;113284;14839;19088;14646;4265;15324
25/08/2020;21:30:00;109584;14651;18989;13624;5013;14361
25/08/2020;22:00:00;108601;13654;15184;12640;4643;12187
25/08/2020;22:30:00;107612;14244;14415;9962;4718;12119
25/08/2020;23:00:00;107231;13306;14265;9633;3765;10044
25/08/2020;23:30:00;106275;12220;15176;9536;4222;10062
26/08/2020;00:00:00;100232;11562;13738;8895;2846;9883
26/08/2020;00:30:00;98940;11333;12179;8620;2788;10234
26/08/2020;01:00:00;90685;9768;10051;7332;1781;8883
26/08/2020;01:30:00;87178;9657;10340;6473;1772;8164
26/08/2020;02:00:00;81681;9935;7162;4923;2540;8524
26/08/2020;02:30:00;78064;12471;7944;5544;2331;5146
26/08/2020;03:00:00;76254;12919;8198;4706;2406;5483
26/08/2020;03:30:00;66728;7876;8691;5480;2709;4648
26/08/2020;04:00:00;66258;7962;8768;5339;2243;828
26/08/2020;04:30:00;68286;7494;8886;5857;2593;773
26/08/2020;05:00:00;69678;7046;8320;5799;2286;761
26/08/2020;05:30:00;68540;7718;8494;5855;2307;828
26/08/2020;06:00:00;66999;8066;7787;6233;1173;1036
26/08/2020;06:30:00;82987;8383;9546;6762;1399;5287
26/08/2020;07:00:00;84610;7541;9135;6603;1432;6153
26/08/2020;07:30:00;86696;7863;9414;6899;1580;6957
26/08/2020;08:00:00;94027;8759;10482;8255;1828;8549
26/08/2020;08:30:00;98572;9391;11693;9594;2333;10474
26/08/2020;09:00:00;104135;10187;11982;9873;3241;11758
26/08/2020;09:30:00;103224;11952;13222;9858;3533;11982
26/08/2020;10:00:00;105046;11641;12876;9366;2598;11581
26/08/2020;10:30:00;101404;12590;12274;8614;2994;10890
26/08/2020;11:00:00;102976;11662;13634;9286;3124;11237
26/08/2020;11:30:00;105684;12071;14538;10367;3904;12186
26/08/2020;12:00:00;103972;11853;14849;10218;3730;12199
26/08/2020;12:30:00;106296;12819;15211;11329;3351;12996
26/08/2020;13:00:00;106052;13201;16125;11594;3610;12804
26/08/2020;13:30:00;111105;14203;16214;11422;3970;12276
26/08/2020;14:00:00;109072;13036;15771;10888;3823;11974
26/08/2020;14:30:00;107506;12242;15148;10340;3591;12716
26/08/2020;15:00:00;106501;12321;15232;10078;3778;12324
26/08/2020;15:30:00;108467;12274;15687;11840;3743;13051
26/08/2020;16:00:00;106774;12206;15052;11423;4475;12982
26/08/2020;16:30:00;106858;12241;15393;12487;4113;13261
26/08/2020;17:00:00;110134;12465;15232;11812;4495;13623
26/08/2020;17:30:00;106122;13860;17135;13814;4845;14614
26/08/2020;18:00:00;108457;12956;16436;12712;3651;13761
26/08/2020;18:30:00;107622;13344;17248;13905;4208;14994
26/08/2020;19:00:00;111089;14310;17191;14889;3750;14291
26/08/2020;19:30:00;108906;12630;16679;14104;3408;13921
26/08/2020;20:00:00;109120;12589;17883;14809;4533;13759
26/08/2020;20:30:00;109313;12987;16859;13080;4500;13027
26/08/2020;21:00:00;106939;12043;15771;12189;4289;12113
26/08/2020;21:30:00;105561;13416;15210;11624;3729;11176
26/08/2020;22:00:00;103393;12754;13729;10634;3145;10966
26/08/2020;22:30:00;102031;11090;13248;9656;3932;9488
26/08/2020;23:00:00;105198;11671;13397;9185;4230;9784
26/08/2020;23:30:00;103526;12057;13272;9079;3280;9980
27/08/2020;00:00:00;101374;11924;12300;8070;3355;8864
27/08/2020;00:30:00;99101;11361;13675;8196;4400;8835
27/08/2020;01:00:00;90340;9334;11217;5206;2182;7756
27/08/2020;01:30:00;86265;6537;11893;4961;1727;6969
27/08/2020;02:00:00;82856;5623;11614;5309;1916;6751
27/08/2020;02:30:00;75748;7314;13464;5529;2565;4596
27/08/2020;03:00:00;73047;7470;13427;5453;2623;875
27/08/2020;03:30:00;72140;6950;12419;5325;2279;974
27/08/2020;04:00:00;67294;7127;12519;6188;858;897
27/08/2020;04:30:00;61855;6752;11867;5794;872;789
27/08/2020;05:00:00;60229;7342;12380;5989;1422;726
27/08/2020;05:30:00;62305;7030;11882;6044;1094;613
27/08/2020;06:00:00;62995;7043;12651;6693;891;1051
27/08/2020;06:30:00;81524;8055;10843;7036;1385;5444
27/08/2020;07:00:00;84510;6930;8814;6257;1574;5421
27/08/2020;07:30:00;89232;8182;10317;7650;2070;7045
27/08/2020;08:00:00;96026;9586;11252;7924;1739;9188
27/08/2020;08:30:00;103389;11465;12328;9026;2494;9704
27/08/2020;09:00:00;108638;11748;13565;10858;3064;11986
27/08/2020;09:30:00;108544;13155;13571;10127;3264;11297
27/08/2020;10:00:00;108618;12613;14245;9683;3235;11120
27/08/2020;10:30:00;107255;13232;14719;9754;3189;11483
27/08/2020;11:00:00;102848;13013;14713;9473;3860;11138
27/08/2020;11:30:00;106115;14232;16359;11051;4063;11750
27/08/2020;12:00:00;109238;14549;16312;10952;4731;11374
27/08/2020;12:30:00;110355;14647;17876;12909;4676;12555
27/08/2020;13:00:00;109911;14552;17188;12744;4468;13020
27/08/2020;13:30:00;106986;13922;16674;12177;4096;12836
27/08/2020;14:00:00;106198;13130;15673;10722;4081;11795
27/08/2020;14:30:00;105426;13512;16056;11648;4639;12678
27/08/2020;15:00:00;104667;13900;15328;10872;4240;11659
27/08/2020;15:30:00;100253;13038;14596;10561;3727;11144
27/08/2020;16:00:00;106005;12244;14703;10656;4304;11277
27/08/2020;16:30:00;105735;13140;15356;11012;4357;11511
27/08/2020;17:00:00;107073;13242;17758;13062;4583;12434
27/08/2020;17:30:00;108564;14197;17929;14041;5310;13745
27/08/2020;18:00:00;104553;13227;17323;13660;4290;14422
27/08/2020;18:30:00;108013;13417;19012;15377;4631;15161
27/08/2020;19:00:00;112387;14280;18516;14902;4176;15442
27/08/2020;19:30:00;109631;12886;16988;14343;4321;14146
27/08/2020;20:00:00;103628;12748;14657;11786;4041;13056
27/08/2020;20:30:00;98529;11111;17245;13335;4299;9936
27/08/2020;21:00:00;102554;12963;15721;10328;2981;11516
27/08/2020;21:30:00;107486;13615;14636;10277;3151;11367
27/08/2020;22:00:00;105950;11889;13685;10178;3711;9999
27/08/2020;22:30:00;101624;11454;12982;9126;3124;9749
27/08/2020;23:00:00;101004;11187;12376;8789;3116;9792
27/08/2020;23:30:00;106538;11945;13569;9367;3069;9299
28/08/2020;00:00:00;102987;9929;12349;8000;3156;8468
28/08/2020;00:30:00;97753;10980;12538;8359;4023;9434
28/08/2020;01:00:00;83093;9075;10379;6168;2750;7610
28/08/2020;01:30:00;82937;8982;10385;6553;2413;6483
28/08/2020;02:00:00;81499;10634;10192;6467;2300;6914
28/08/2020;02:30:00;76568;10978;10974;5544;2295;6152
28/08/2020;03:00:00;73932;10299;11963;6130;2179;6612
28/08/2020;03:30:00;72178;6633;12702;5381;2153;4045
28/08/2020;04:00:00;73542;6693;12741;5246;2586;1200
28/08/2020;04:30:00;73265;6539;12620;5616;2053;795
28/08/2020;05:00:00;71158;6919;11853;5856;949;768
28/08/2020;05:30:00;69391;6994;11949;5795;801;733
28/08/2020;06:00:00;71447;7226;11902;5542;1234;949
28/08/2020;06:30:00;83989;8931;10690;6408;1104;5353
28/08/2020;07:00:00;86974;7949;9407;6486;1027;5869
28/08/2020;07:30:00;90394;8171;10677;7892;1919;7154
28/08/2020;08:00:00;96000;10993;11224;7767;1727;8607
28/08/2020;08:30:00;104456;11551;12755;9508;1946;10613
28/08/2020;09:00:00;108931;12634;14886;11162;2543;11832
28/08/2020;09:30:00;108518;12152;14386;11184;2779;12851
28/08/2020;10:00:00;56937;6442;7231;5218;1378;6339
28/08/2020;10:30:00;106524;13037;15078;10127;3502;11400
28/08/2020;11:00:00;107907;13355;15626;11045;3354;11386
28/08/2020;11:30:00;109819;14246;16124;10482;3787;11803
28/08/2020;12:00:00;109491;14940;16942;11663;4271;13593
28/08/2020;12:30:00;113647;14817;18120;12476;5025;14250
28/08/2020;13:00:00;110082;14041;16477;11815;4489;14032
28/08/2020;13:30:00;111996;15742;18364;13412;4844;14739
28/08/2020;14:00:00;107881;14536;15838;11981;3955;12827
28/08/2020;14:30:00;108455;14606;15612;12196;4707;13190
28/08/2020;15:00:00;106374;13444;15152;11224;4356;12844
28/08/2020;15:30:00;104820;13176;15311;10829;4424;12246
28/08/2020;16:00:00;99338;12756;15168;11004;3648;11447
28/08/2020;16:30:00;101362;14011;16325;12181;4211;13842
28/08/2020;17:00:00;106228;13961;17462;13778;4050;14454
28/08/2020;17:30:00;104748;13389;17313;12684;4169;13369
28/08/2020;18:00:00;108480;13329;16773;14699;4818;15936
28/08/2020;18:30:00;108355;14082;18268;13882;4427;15648
28/08/2020;19:00:00;109660;14131;19101;14374;4150;14884
28/08/2020;19:30:00;114175;14210;17982;14489;4122;14636
28/08/2020;20:00:00;113252;14770;18046;13780;4172;13660
28/08/2020;20:30:00;114301;14647;18171;13232;4780;13151
28/08/2020;21:00:00;109338;12876;15874;12409;3352;12212
28/08/2020;21:30:00;106659;12835;15602;12370;3301;11026
28/08/2020;22:00:00;107853;12981;15318;11278;3684;11230
28/08/2020;22:30:00;103857;12319;14387;9752;3322;10427
28/08/2020;23:00:00;102767;12211;14605;9581;3064;10044
28/08/2020;23:30:00;101531;12001;14642;9903;3588;9558
29/08/2020;00:00:00;101826;11098;13590;8826;4093;8656
29/08/2020;00:30:00;105860;11242;14449;8135;4740;9132
29/08/2020;01:00:00;94972;9647;10502;6965;2383;6978
29/08/2020;01:30:00;92497;12937;12393;5169;2461;7020
29/08/2020;02:00:00;87889;12771;12029;4994;2706;4264
29/08/2020;02:30:00;86059;14124;13559;5322;2903;1905
29/08/2020;03:00:00;79042;14853;14070;5460;2855;1039
29/08/2020;03:30:00;77953;13552;13230;6387;2599;811
29/08/2020;04:00:00;76629;13529;13522;6543;2840;852
29/08/2020;04:30:00;73806;10968;11778;7755;3106;750
29/08/2020;05:00:00;75004;9835;9869;7535;3153;668
29/08/2020;05:30:00;73880;9848;9493;7347;2895;844
29/08/2020;06:00:00;72226;11092;8563;7184;2212;908
29/08/2020;06:30:00;80259;9563;9571;6705;1364;5287
29/08/2020;07:00:00;80016;7699;8464;6086;1057;5374
29/08/2020;07:30:00;80650;7786;8251;6121;1241;4841
29/08/2020;08:00:00;83625;8194;9420;6977;1540;5525
29/08/2020;08:30:00;87993;9388;10535;7324;1857;6476
29/08/2020;09:00:00;91892;10128;11986;8370;2098;6824
29/08/2020;09:30:00;94024;9348;10987;7873;2354;6729
29/08/2020;10:00:00;59227;6378;7992;5878;1529;4984
29/08/2020;10:30:00;100105;12371;14107;10030;3315;9606
29/08/2020;11:00:00;101756;12639;14156;10335;3304;10202
29/08/2020;11:30:00;104673;13018;15596;12063;2957;11125
29/08/2020;12:00:00;105858;13269;15726;12170;3486;12542
29/08/2020;12:30:00;107329;13783;15647;11465;4120;11959
29/08/2020;13:00:00;107491;12116;15324;12824;3600;12714
29/08/2020;13:30:00;108131;11907;14346;10742;3685;11454
29/08/2020;14:00:00;105969;12279;14850;11578;3413;10826
29/08/2020;14:30:00;105951;12194;15287;12826;3637;11723
29/08/2020;15:00:00;102727;11625;14955;12473;3986;11102
29/08/2020;15:30:00;103369;12409;15758;12729;3752;11976
29/08/2020;16:00:00;104153;12440;15785;12784;4216;12161
29/08/2020;16:30:00;103568;13226;15940;11745;4419;11107
29/08/2020;17:00:00;103727;12504;15564;12572;4224;11967
29/08/2020;17:30:00;105961;12240;15665;11226;3656;11484
29/08/2020;18:00:00;104493;13258;15063;11470;3346;11108
29/08/2020;18:30:00;107352;14370;17279;13502;4781;13441
29/08/2020;19:00:00;110317;13983;16682;12423;4379;12675
29/08/2020;19:30:00;113021;14704;17122;13253;4800;14327
29/08/2020;20:00:00;115739;13325;17187;13058;4438;13086
29/08/2020;20:30:00;112093;13332;15794;12830;4123;12565
29/08/2020;21:00:00;110643;13025;15154;11575;4487;12454
29/08/2020;21:30:00;109334;13940;14958;9970;4142;10839
29/08/2020;22:00:00;106426;13300;14897;9955;3918;10592
29/08/2020;22:30:00;105514;12473;12911;9126;3625;9518
29/08/2020;23:00:00;105707;12681;13981;9287;3484;9466
29/08/2020;23:30:00;104699;11998;12535;9536;3521;10055
30/08/2020;00:00:00;101381;11677;13232;9524;3027;9257
30/08/2020;00:30:00;104457;11148;12642;8268;3523;10042
30/08/2020;01:00:00;97318;9275;8513;6283;1638;8293
30/08/2020;01:30:00;92881;11319;10926;7302;2541;6960
30/08/2020;02:00:00;90075;12783;11791;7082;2151;3475
30/08/2020;02:30:00;85903;14062;12221;5507;2172;870
30/08/2020;03:00:00;83508;14529;12424;5984;1952;935
30/08/2020;03:30:00;81991;14999;12573;5718;2568;1100
30/08/2020;04:00:00;81746;14200;11030;5524;1667;726
30/08/2020;04:30:00;82051;12805;9649;6359;2103;788
30/08/2020;05:00:00;79257;11713;7526;5994;2540;754
30/08/2020;05:30:00;78281;11723;7289;6045;2091;588
30/08/2020;06:00:00;78760;11917;8362;7179;1973;865
30/08/2020;06:30:00;83506;9729;9769;6921;1927;5218
30/08/2020;07:00:00;81839;7287;8994;5785;1291;5299
30/08/2020;07:30:00;83289;7664;8779;6095;1638;5840
30/08/2020;08:00:00;81680;7838;8703;5217;1451;5581
30/08/2020;08:30:00;85950;8517;11391;8508;1754;5551
30/08/2020;09:00:00;89776;9564;10195;7083;1658;5934
30/08/2020;09:30:00;93495;9758;10432;7364;1834;6441
30/08/2020;10:00:00;100886;11050;12098;8928;3062;8022
30/08/2020;10:30:00;103965;11916;12250;8200;2877;10287
30/08/2020;11:00:00;109489;13291;14727;10632;2992;9851
30/08/2020;11:30:00;111054;15517;16871;11532;3640;10732
30/08/2020;12:00:00;112203;15482;16932;11928;3810;11666
30/08/2020;12:30:00;114471;16046;16791;10775;4871;10981
30/08/2020;13:00:00;98037;15357;16250;10368;4126;9947
30/08/2020;13:30:00;113648;14797;16749;10543;4493;10719
30/08/2020;14:00:00;113344;14954;15373;10467;3965;9783
30/08/2020;14:30:00;108487;13974;15355;10832;3873;9423
30/08/2020;15:00:00;107322;14389;15878;10170;4039;10350
30/08/2020;15:30:00;113426;12909;15149;10106;4410;9473
30/08/2020;16:00:00;111916;12474;15518;11150;3698;9775
30/08/2020;16:30:00;111898;13516;15813;11401;4565;11033
30/08/2020;17:00:00;113952;13984;16134;11277;4994;11139
30/08/2020;17:30:00;114359;13868;16045;10926;4852;11998
30/08/2020;18:00:00;116877;13767;16253;11427;4817;12262
30/08/2020;18:30:00;117782;14387;17090;13206;4707;13459
30/08/2020;19:00:00;117929;15048;17463;13209;5232;12906
30/08/2020;19:30:00;122033;14001;17262;13757;4410;13429
30/08/2020;20:00:00;120857;14219;17120;12854;3919;13631
30/08/2020;20:30:00;121480;14902;17021;12854;4224;11619
30/08/2020;21:00:00;122528;15747;16862;12434;4389;12555
30/08/2020;21:30:00;110373;13689;15975;10907;4478;11261
30/08/2020;22:00:00;108397;13346;15812;10858;3846;10402
30/08/2020;22:30:00;105471;13056;14711;9964;4254;10122
30/08/2020;23:00:00;105876;13840;14081;9244;4423;10088
30/08/2020;23:30:00;105617;12057;14104;9340;3849;10144
31/08/2020;00:00:00;113082;12925;14505;9663;3514;8986
31/08/2020;00:30:00;109490;11676;12925;8481;3480;8860
31/08/2020;01:00:00;98102;11440;12719;5331;2169;6737
31/08/2020;01:30:00;94178;12716;13553;5605;2704;6634
31/08/2020;02:00:00;92821;14362;14681;5500;2995;950
31/08/2020;02:30:00;89052;14337;13838;5360;2828;772
31/08/2020;03:00:00;89053;14000;13989;6123;3068;940
31/08/2020;03:30:00;85054;11965;10050;5793;3543;697
31/08/2020;04:00:00;79364;11513;8188;5816;3256;852
31/08/2020;04:30:00;78767;11121;7225;5991;2149;792
31/08/2020;05:00:00;76789;11339;7065;5796;2179;929
31/08/2020;05:30:00;79104;11490;7446;6122;2061;878
31/08/2020;06:00:00;81978;11571;8704;7270;2461;1340
31/08/2020;06:30:00;93366;10800;10562;7016;2212;5204
31/08/2020;07:00:00;95503;9049;10576;6921;2242;6299
31/08/2020;07:30:00;99640;9320;10817;7281;2370;6994
31/08/2020;08:00:00;107822;11043;12036;8079;2995;8606
31/08/2020;08:30:00;113318;13094;14057;9904;3793;12187
31/08/2020;09:00:00;119577;13910;14866;11340;4247;13846
31/08/2020;09:30:00;118480;14993;16146;11628;4606;12514
31/08/2020;10:00:00;119327;15368;16255;11335;4831;13873
31/08/2020;10:30:00;119600;14773;16490;10735;4512;12272
31/08/2020;11:00:00;118219;14697;16035;10493;5310;12815
31/08/2020;11:30:00;123070;16188;17513;11896;5450;13615
31/08/2020;12:00:00;122300;15132;17591;11799;5436;13123
31/08/2020;12:30:00;125525;16220;18124;13924;5503;15479
31/08/2020;13:00:00;129201;16579;19692;15069;5734;15928
31/08/2020;13:30:00;130145;16992;19735;15391;6335;15960
31/08/2020;14:00:00;130672;17714;20210;15399;5373;14593
31/08/2020;14:30:00;127562;16116;19268;14346;5163;14503
31/08/2020;15:00:00;122057;14447;16407;12823;4319;13299
31/08/2020;15:30:00;121343;14687;16801;12671;4467;14223
31/08/2020;16:00:00;124804;15558;18203;13644;5945;14516
31/08/2020;16:30:00;130249;16057;20160;14791;5458;15659
31/08/2020;17:00:00;130199;17001;20986;15092;5416;16168
31/08/2020;17:30:00;131652;18970;21514;15674;6691;16990
31/08/2020;18:00:00;107481;15866;22590;17267;6642;18203
31/08/2020;18:30:00;129157;16774;21613;17157;5303;18122
31/08/2020;19:00:00;135648;17102;21713;17408;5524;17896
31/08/2020;19:30:00;133492;16559;20877;15418;5969;16461
31/08/2020;20:00:00;127439;16510;20396;15691;6139;16515
31/08/2020;20:30:00;126423;16675;21599;16524;5674;17434
31/08/2020;21:00:00;124928;16459;20853;15365;5043;15449
31/08/2020;21:30:00;127757;15489;18902;14038;5266;13893
31/08/2020;22:00:00;121300;14324;16793;12313;4986;12529
31/08/2020;22:30:00;118681;13380;16279;11632;4289;11000
31/08/2020;23:00:00;115879;14135;17194;11480;4506;10971
31/08/2020;23:30:00;112851;13253;15126;10626;4803;11078
1/09/2020;00:00:00;113438;12093;14290;10320;3886;11126
1/09/2020;00:30:00;112532;13671;15730;8392;3106;10956
1/09/2020;01:00:00;100979;13216;14260;5525;1765;10250
1/09/2020;01:30:00;94328;13361;14348;5405;3067;9184
1/09/2020;02:00:00;91564;12886;13969;5311;2876;5271
1/09/2020;02:30:00;87415;13376;15297;6943;2649;5537
1/09/2020;03:00:00;81435;13086;14281;6442;2711;5276
1/09/2020;03:30:00;77767;12108;15417;6763;2617;5021
1/09/2020;04:00:00;75230;8027;14856;6592;2284;5010
1/09/2020;04:30:00;74202;7733;14534;6506;2756;1329
1/09/2020;05:00:00;68870;8434;15735;7078;2766;1648
1/09/2020;05:30:00;69470;8343;14602;7164;1538;1646
1/09/2020;06:00:00;72702;11534;14397;7534;1608;2112
1/09/2020;06:30:00;93001;11686;11769;7952;1644;6298
1/09/2020;07:00:00;99557;10408;11532;7395;1894;8382
1/09/2020;07:30:00;107011;11098;11298;7965;1563;9683
1/09/2020;08:00:00;112901;11794;12254;9113;2898;10943
1/09/2020;08:30:00;122002;13008;14023;10497;4080;12921
1/09/2020;09:00:00;126973;15703;16972;13012;4593;16144
1/09/2020;09:30:00;131186;16878;19347;14429;4711;15685
1/09/2020;10:00:00;129489;15660;19038;13884;4425;15245
1/09/2020;10:30:00;126167;15722;20036;13469;4600;16122
1/09/2020;11:00:00;121655;15728;19487;13343;4965;14984
1/09/2020;11:30:00;118589;14412;18538;13540;5114;14505
1/09/2020;12:00:00;117406;14007;17109;12328;4900;14003
1/09/2020;12:30:00;124681;14989;18487;14136;5130;15221
1/09/2020;13:00:00;122952;16250;18416;13909;5321;14204
1/09/2020;13:30:00;126962;16911;19302;14401;5655;14223
1/09/2020;14:00:00;123948;15138;18880;13082;6073;14342
1/09/2020;14:30:00;127146;15659;18834;13065;5561;14266
1/09/2020;15:00:00;123888;15608;18364;13069;4816;13341
1/09/2020;15:30:00;122988;13343;17589;13257;4803;14557
1/09/2020;16:00:00;121205;13580;17511;12591;4454;13993
1/09/2020;16:30:00;115646;13537;16759;12792;4866;14478
1/09/2020;17:00:00;118643;15539;19785;14426;5763;15727
1/09/2020;17:30:00;122849;15720;20499;16271;4693;16455
1/09/2020;18:00:00;121818;15184;19282;15358;4569;16543
1/09/2020;18:30:00;127114;16396;20481;15241;5403;15633
1/09/2020;19:00:00;134392;17045;22487;17621;4660;18976
1/09/2020;19:30:00;131776;17583;20751;16347;5821;17263
1/09/2020;20:00:00;126867;17693;21345;15206;5947;15855
1/09/2020;20:30:00;125314;15574;18287;12054;5038;12397
1/09/2020;21:00:00;125443;15430;18407;12208;5130;12335
1/09/2020;21:30:00;126424;15829;18624;12705;5320;12724
1/09/2020;22:00:00;125459;16117;18183;12245;5477;12910
1/09/2020;22:30:00;121971;15496;17249;11401;5385;12261
1/09/2020;23:00:00;118057;14129;16183;10255;5084;11213
1/09/2020;23:30:00;116869;13057;14471;10218;4916;11266
2/09/2020;00:00:00;116152;13487;14679;9825;4436;10714
2/09/2020;00:30:00;117049;12379;14217;8843;3601;11093
2/09/2020;01:00:00;103084;11856;13641;6963;3582;10288
2/09/2020;01:30:00;103133;12727;13358;5531;2774;8355
2/09/2020;02:00:00;100708;10877;12535;6632;2103;7323
2/09/2020;02:30:00;96789;12493;12985;6663;2743;5766
2/09/2020;03:00:00;92369;13619;13373;6805;3271;1183
2/09/2020;03:30:00;86968;10041;9992;6134;3336;830
2/09/2020;04:00:00;84238;9413;9452;7462;2767;664
2/09/2020;04:30:00;80124;10093;8207;6935;1944;752
2/09/2020;05:00:00;82349;9905;8321;7285;1668;886
2/09/2020;05:30:00;80920;10010;8281;7104;1685;705
2/09/2020;06:00:00;80904;11235;8649;7243;2226;1088
2/09/2020;06:30:00;95283;11078;11098;8119;1824;6093
2/09/2020;07:00:00;97303;10174;11208;8207;1931;6654
2/09/2020;07:30:00;106401;10885;12126;8235;2579;7769
2/09/2020;08:00:00;112406;12435;13632;10705;3339;9606
2/09/2020;08:30:00;119720;13166;15456;12225;3502;13054
2/09/2020;09:00:00;123578;15199;15783;12338;3489;12656
2/09/2020;09:30:00;128101;15140;16525;12081;4758;13665
