Date;Hour;R1;R2;R3;R4;R5;R6
29/09/2020;14:30:00;133367;17239;19792;14976;5954;15253
29/09/2020;15:00:00;127513;15801;18888;13833;5331;14467
29/09/2020;15:30:00;130893;15562;18278;13397;6036;15453
29/09/2020;16:00:00;129852;14640;17631;12878;5318;15593
29/09/2020;16:30:00;133213;16185;19033;14077;5867;15601
29/09/2020;17:00:00;133834;16102;19634;14871;6014;16038
29/09/2020;17:30:00;134456;16020;20235;15665;6162;16476
29/09/2020;18:00:00;134739;15187;20385;15310;5791;16826
29/09/2020;18:30:00;138151;18080;22314;17364;7087;19299
29/09/2020;19:00:00;140395;17241;22167;18057;6277;19750
29/09/2020;19:30:00;136754;16028;20344;16489;5862;18446
29/09/2020;20:00:00;143859;17467;23109;18169;6831;18283
29/09/2020;20:30:00;136909;16523;21380;15020;6447;16000
29/09/2020;21:00:00;136865;15877;18531;13951;5880;14480
29/09/2020;21:30:00;130567;16162;18145;13033;6467;13752
29/09/2020;22:00:00;129728;15892;16241;11345;5745;12427
29/09/2020;22:30:00;133272;14712;16249;11689;5214;12604
29/09/2020;23:00:00;134096;15181;16006;11397;4901;12352
29/09/2020;23:30:00;129407;16574;16382;11205;5510;12399
30/09/2020;00:00:00;124710;14377;15101;10279;4953;10587
30/09/2020;00:30:00;127249;13876;15279;8907;5419;10076
30/09/2020;01:00:00;116443;11387;15285;7101;3216;8439
30/09/2020;01:30:00;114206;11737;15220;8270;3396;7726
30/09/2020;02:00:00;109328;15020;16743;8324;3722;2502
30/09/2020;02:30:00;102964;15523;15502;8177;2861;2170
30/09/2020;03:00:00;97224;13860;12962;6253;2232;3177
30/09/2020;03:30:00;95975;13846;12766;5966;2103;547
30/09/2020;04:00:00;92733;13442;13657;7266;2040;486
30/09/2020;04:30:00;90967;12455;11163;7051;1883;656
30/09/2020;05:00:00;91897;10071;9496;7875;2315;838
30/09/2020;05:30:00;92253;10226;9810;7857;2036;569
30/09/2020;06:00:00;96684;10346;10084;8232;2640;1183
30/09/2020;06:30:00;111352;10999;11880;9089;2159;5886
30/09/2020;07:00:00;111031;10987;12433;8998;2297;8429
30/09/2020;07:30:00;116557;11274;13105;10275;2599;10102
30/09/2020;08:00:00;128134;13323;14944;11673;3192;11340
30/09/2020;08:30:00;134472;15062;16829;12802;4067;14658
30/09/2020;09:00:00;141602;16138;18370;13931;4920;15176
30/09/2020;09:30:00;135198;17631;18852;14423;4677;15316
30/09/2020;10:00:00;138204;17670;19164;15625;6009;15602
30/09/2020;10:30:00;133512;15746;17049;13587;5261;14903
30/09/2020;11:00:00;134050;15932;18212;13118;4916;13863
30/09/2020;11:30:00;137179;16707;18438;13922;5561;14009
30/09/2020;12:00:00;134660;16471;19192;13982;5583;13754
30/09/2020;12:30:00;132556;15479;17651;13815;5183;14008
30/09/2020;13:00:00;137934;17148;20328;16130;5971;17168
30/09/2020;13:30:00;139042;18768;21019;16638;5904;16810
30/09/2020;14:00:00;139806;17446;22182;16393;6313;17608
30/09/2020;14:30:00;136015;18397;21228;15576;6169;15721
30/09/2020;15:00:00;135313;16964;20381;14804;5504;14720
30/09/2020;15:30:00;131985;16423;19407;14139;4586;14154
30/09/2020;16:00:00;137018;17225;20982;16139;5535;16532
30/09/2020;16:30:00;133571;17499;20465;14973;5794;16361
30/09/2020;17:00:00;135395;17954;21000;15516;5451;16684
30/09/2020;17:30:00;128976;16571;19845;14492;4513;16102
30/09/2020;18:00:00;134741;16468;21834;18013;6086;20026
30/09/2020;18:30:00;134326;17007;22902;17569;5780;19136
30/09/2020;19:00:00;141959;18994;24678;19126;6229;19753
30/09/2020;19:30:00;142139;18659;23476;19329;6467;19471
30/09/2020;20:00:00;143321;17719;23288;19233;6129;19030
30/09/2020;20:30:00;136766;15784;20633;15909;5820;16995
30/09/2020;21:00:00;135506;16255;19442;15214;5140;15184
30/09/2020;21:30:00;132077;15582;18295;14137;4173;12177
30/09/2020;22:00:00;131381;16498;17878;12295;5240;11022
30/09/2020;22:30:00;129550;15173;18033;12684;4923;11664
30/09/2020;23:00:00;131518;16390;18211;13810;4933;12472
30/09/2020;23:30:00;128426;16176;18117;13429;5930;13094
1/10/2020;00:00:00;126886;14252;16318;11237;5375;11353
1/10/2020;00:30:00;127219;14910;16870;10593;5522;10377
1/10/2020;01:00:00;116057;14409;15218;8970;5195;9930
1/10/2020;01:30:00;112265;12982;13858;8002;3758;8581
1/10/2020;02:00:00;107541;12019;13285;7850;2851;7921
1/10/2020;02:30:00;97341;13150;15638;9493;2130;6660
1/10/2020;03:00:00;90876;12949;15016;9253;1822;2719
1/10/2020;03:30:00;88754;14164;15526;9067;1974;2187
1/10/2020;04:00:00;87075;14967;15723;9419;2115;2382
1/10/2020;04:30:00;84754;15062;14843;8605;2015;2113
1/10/2020;05:00:00;84728;14664;14206;7781;1926;838
1/10/2020;05:30:00;84487;14078;13760;8453;1862;859
1/10/2020;06:00:00;88121;11717;10973;7849;2403;1265
1/10/2020;06:30:00;105849;11483;13408;8893;2644;7056
1/10/2020;07:00:00;109183;10828;12158;9270;2268;8031
1/10/2020;07:30:00;116614;12563;13797;10688;2890;9538
1/10/2020;08:00:00;123758;12304;14858;12780;3763;12758
1/10/2020;08:30:00;133455;14623;16899;14250;4346;14889
1/10/2020;09:00:00;142262;16858;19939;16572;5436;17711
1/10/2020;09:30:00;141922;18340;20870;15634;5438;17472
1/10/2020;10:00:00;137225;15988;17837;13561;4584;15798
1/10/2020;10:30:00;132728;14868;18370;13069;4260;13986
1/10/2020;11:00:00;131757;15667;17440;11999;5140;12903
1/10/2020;11:30:00;130073;15534;17324;12094;4924;13201
1/10/2020;12:00:00;125445;14823;16391;11827;4219;12915
1/10/2020;12:30:00;127159;15557;18899;13774;4658;15364
1/10/2020;13:00:00;135236;16710;19196;14929;5493;15672
1/10/2020;13:30:00;137166;18065;22304;16796;5816;16110
1/10/2020;14:00:00;135492;17639;21162;15640;5294;16063
1/10/2020;14:30:00;138078;16825;20361;15769;5124;15720
1/10/2020;15:00:00;122690;16493;16457;11304;4069;11596
1/10/2020;15:30:00;131113;16603;20321;14927;4829;15255
1/10/2020;16:00:00;130922;15689;20906;15845;5470;16228
1/10/2020;16:30:00;134150;15860;21243;16063;5098;15730
1/10/2020;17:00:00;130608;16129;18972;13735;5389;14279
1/10/2020;17:30:00;130820;15934;19949;16084;5151;16036
1/10/2020;18:00:00;131741;17530;21593;17317;6168;18660
1/10/2020;18:30:00;133886;16451;21771;18482;6797;19403
1/10/2020;19:00:00;132881;15782;20968;17070;6266;18278
1/10/2020;19:30:00;137601;17938;21917;17828;6394;18697
1/10/2020;20:00:00;140383;17363;21775;18852;6514;19343
1/10/2020;20:30:00;138202;16274;19451;15797;5692;16089
1/10/2020;21:00:00;134596;16653;18631;13846;5900;13220
1/10/2020;21:30:00;132284;17279;19373;14725;6443;15059
1/10/2020;22:00:00;129333;16209;17529;12549;5406;12565
1/10/2020;22:30:00;129068;14816;17232;12459;5093;11979
1/10/2020;23:00:00;132124;15358;18371;12992;5179;12169
1/10/2020;23:30:00;128763;14654;17150;12418;4986;11730
2/10/2020;00:00:00;125402;13950;15930;11845;4794;11292
2/10/2020;00:30:00;122808;15219;16188;10044;6074;10658
2/10/2020;01:00:00;117318;14992;16358;9068;6874;9570
2/10/2020;01:30:00;113198;12750;14865;7038;3920;5812
2/10/2020;02:00:00;104501;14619;16141;7362;4114;5448
2/10/2020;02:30:00;97084;15080;15949;7192;3769;4608
2/10/2020;03:00:00;94580;14166;14744;7092;2758;4007
2/10/2020;03:30:00;90162;9542;15150;6571;2241;798
2/10/2020;04:00:00;89009;9122;14848;6406;1985;674
2/10/2020;04:30:00;83856;9078;15012;6726;1848;788
2/10/2020;05:00:00;81448;8664;14358;7781;1629;676
2/10/2020;05:30:00;83375;8502;14350;6737;2036;653
2/10/2020;06:00:00;87106;9161;14958;6876;2315;1186
2/10/2020;06:30:00;103457;11725;13984;8983;2356;6440
2/10/2020;07:00:00;108142;10766;12925;9429;2685;7899
2/10/2020;07:30:00;112648;11926;13198;9925;3268;9457
2/10/2020;08:00:00;124227;12464;14811;11629;3084;12167
2/10/2020;08:30:00;130179;13292;15192;12847;3423;14834
2/10/2020;09:00:00;130610;15435;16323;12836;4693;14669
2/10/2020;09:30:00;134564;17042;20304;15574;5621;16346
2/10/2020;10:00:00;135535;16788;17392;13515;5019;14508
2/10/2020;10:30:00;130571;16023;17654;13217;5048;13719
2/10/2020;11:00:00;126435;15744;17382;13066;4555;15219
2/10/2020;11:30:00;125028;14391;16562;12694;4238;15009
2/10/2020;12:00:00;128562;15183;17012;13954;4317;15022
2/10/2020;12:30:00;129149;16629;18557;14293;5058;16034
2/10/2020;13:00:00;132465;16795;20253;15856;5697;16939
2/10/2020;13:30:00;132960;16745;19895;15922;5328;17293
2/10/2020;14:00:00;129255;17031;18915;14022;6082;15295
2/10/2020;14:30:00;127288;16310;18827;13470;5506;14423
2/10/2020;15:00:00;126624;16999;19546;14469;5537;15266
2/10/2020;15:30:00;128676;17682;19870;14635;5917;15347
2/10/2020;16:00:00;127742;15873;19130;14862;5832;15511
2/10/2020;16:30:00;129919;16398;19977;15472;6079;16419
2/10/2020;17:00:00;129152;17096;21923;17377;6374;17914
2/10/2020;17:30:00;134798;17169;21524;17738;5399;18542
2/10/2020;18:00:00;137549;18845;23681;19415;6199;20425
2/10/2020;18:30:00;139460;18805;23959;19042;6304;19985
2/10/2020;19:00:00;139662;18980;22744;18558;6469;19786
2/10/2020;19:30:00;136903;17613;22334;18769;5597;18214
2/10/2020;20:00:00;132847;17130;21916;18412;5396;17532
2/10/2020;20:30:00;130739;16829;20239;15532;5175;15353
2/10/2020;21:00:00;131516;15422;18743;14257;5625;13570
2/10/2020;21:30:00;127614;15394;17725;13022;5225;13010
2/10/2020;22:00:00;127102;15282;17057;11858;5406;12153
2/10/2020;22:30:00;124305;14676;16913;11842;5021;13079
2/10/2020;23:00:00;126112;14294;17956;13536;4922;13182
2/10/2020;23:30:00;128474;13746;17195;13694;4910;13871
3/10/2020;00:00:00;124205;13658;16375;12485;4219;12008
3/10/2020;00:30:00;121797;12927;15499;11308;4464;11170
3/10/2020;01:00:00;119271;12932;15696;9347;2973;10047
3/10/2020;01:30:00;116770;13147;15424;8250;3283;8718
3/10/2020;02:00:00;112546;12800;16294;8697;3745;8750
3/10/2020;02:30:00;107687;13731;16461;8105;3472;7760
3/10/2020;03:00:00;101739;13393;17906;7694;2718;4892
3/10/2020;03:30:00;94399;10183;17544;7253;2436;3947
3/10/2020;04:00:00;94084;10598;17665;8185;2270;3082
3/10/2020;04:30:00;89319;9896;16555;8234;2209;701
3/10/2020;05:00:00;85516;9360;15984;8089;2283;698
3/10/2020;05:30:00;80495;8802;15226;7619;1981;545
3/10/2020;06:00:00;79695;9086;15379;7315;2405;743
3/10/2020;06:30:00;95311;10027;13561;8304;1928;6545
3/10/2020;07:00:00;98423;9144;11087;7775;1440;6236
3/10/2020;07:30:00;96827;9542;11052;8664;1525;6678
3/10/2020;08:00:00;98596;9095;11353;8964;1800;7542
3/10/2020;08:30:00;103025;9398;11829;9224;2442;8063
3/10/2020;09:00:00;108123;10756;12816;10548;2503;9365
3/10/2020;09:30:00;116537;13157;15311;10928;3798;11017
3/10/2020;10:00:00;120775;14232;18149;13909;3829;12478
3/10/2020;10:30:00;125010;15554;17510;13140;4911;13573
3/10/2020;11:00:00;128839;15961;17832;13208;5513;15590
3/10/2020;11:30:00;129932;17976;18116;13706;5020;15447
3/10/2020;12:00:00;130128;17247;20779;13734;5169;17407
3/10/2020;12:30:00;131737;16856;19277;14611;4829;17401
3/10/2020;13:00:00;129565;17217;21599;17019;5407;17103
3/10/2020;13:30:00;130084;17547;22422;17357;5280;15603
3/10/2020;14:00:00;130818;17745;23464;17270;5289;18674
3/10/2020;14:30:00;131826;17688;22179;17124;6035;16635
3/10/2020;15:00:00;131676;18019;21067;16592;6025;16170
3/10/2020;15:30:00;130426;16552;21230;14330;5596;15253
3/10/2020;16:00:00;129724;17099;21378;16265;6561;16837
3/10/2020;16:30:00;124145;15429;21997;15394;6385;18932
3/10/2020;17:00:00;126561;16705;23411;19623;6215;19623
3/10/2020;17:30:00;125933;17122;22529;18507;6523;18912
3/10/2020;18:00:00;134777;15983;20971;17704;6139;18585
3/10/2020;18:30:00;127471;14926;20312;17708;5750;18315
3/10/2020;19:00:00;129200;15014;19811;17076;6229;17427
3/10/2020;19:30:00;132931;16707;22157;18769;6327;18943
3/10/2020;20:00:00;132197;17171;20608;16426;5398;16525
3/10/2020;20:30:00;129668;15721;19717;15582;5830;15205
3/10/2020;21:00:00;128624;15638;19348;15321;5801;14917
3/10/2020;21:30:00;127072;14934;17607;13016;6402;13733
3/10/2020;22:00:00;124867;15304;17480;12373;5308;11987
3/10/2020;22:30:00;122254;14519;16586;13084;5021;13428
3/10/2020;23:00:00;125485;15435;17168;12210;5296;12553
3/10/2020;23:30:00;128426;14847;17235;12304;5301;12144
4/10/2020;00:00:00;124183;14912;16767;12319;4563;11903
4/10/2020;00:30:00;126412;13999;16964;10821;5207;12004
4/10/2020;01:00:00;119385;14391;15949;8648;5273;11181
4/10/2020;01:30:00;116671;12895;16990;8981;3740;11080
4/10/2020;02:00:00;110803;13702;14630;7732;3470;6110
4/10/2020;02:30:00;107927;13566;14930;8522;2656;6365
4/10/2020;03:00:00;103094;13841;16122;8721;3298;2844
4/10/2020;03:30:00;96885;12702;14279;8112;2499;1002
4/10/2020;04:00:00;95319;15191;15659;8543;2362;871
4/10/2020;04:30:00;91100;15310;15750;8710;2103;771
4/10/2020;05:00:00;90574;14169;15255;7660;2016;702
4/10/2020;05:30:00;89169;8965;14998;7030;1950;763
4/10/2020;06:00:00;87313;8996;15398;7600;2313;792
4/10/2020;06:30:00;99171;10206;12384;8893;1698;6117
4/10/2020;07:00:00;95638;9341;11276;7612;1765;5696
4/10/2020;07:30:00;94582;9454;11561;8346;1542;5809
4/10/2020;08:00:00;96010;8939;10769;10937;2075;6084
4/10/2020;08:30:00;97535;9220;10412;7636;2134;6431
4/10/2020;09:00:00;104817;10634;12520;9766;2821;8111
4/10/2020;09:30:00;108477;10954;12516;9132;4680;8202
4/10/2020;10:00:00;114393;15663;18172;13752;3444;14144
4/10/2020;10:30:00;129679;15427;17510;13140;4842;13708
4/10/2020;11:00:00;123495;15528;16968;12753;4000;11123
4/10/2020;11:30:00;124119;16985;17950;13283;4553;12432
4/10/2020;12:00:00;126806;17230;18355;13657;5368;11898
4/10/2020;12:30:00;129614;17672;19693;14466;5541;15140
4/10/2020;13:00:00;129127;16508;18226;13249;5393;16046
4/10/2020;13:30:00;126941;17431;17321;15578;5390;15552
4/10/2020;14:00:00;127676;17446;16907;14983;5382;15922
4/10/2020;14:30:00;125851;16915;17135;12179;5202;14974
4/10/2020;15:00:00;126356;16379;18341;12518;5843;12473
4/10/2020;15:30:00;126161;15445;18055;12981;5053;15253
4/10/2020;16:00:00;127040;14752;17663;13304;4934;15657
4/10/2020;16:30:00;128894;15879;18294;13523;5587;14102
4/10/2020;17:00:00;130208;16251;18533;12776;6179;13156
4/10/2020;17:30:00;133215;17173;18748;13238;7178;13626
4/10/2020;18:00:00;132166;15915;18892;16998;6467;18282
4/10/2020;18:30:00;133675;14966;21841;17561;5641;18712
4/10/2020;19:00:00;137621;15645;18994;17578;5727;18425
4/10/2020;19:30:00;137384;16163;21575;14544;5778;18111
4/10/2020;20:00:00;136227;17218;18304;17437;6660;17482
4/10/2020;20:30:00;138387;15906;18179;14559;6187;14241
4/10/2020;21:00:00;136002;15721;17978;13221;6203;12925
4/10/2020;21:30:00;135406;15850;18388;12716;6105;12225
4/10/2020;22:00:00;130898;14678;15831;10383;5332;11719
4/10/2020;22:30:00;130333;14716;15845;10957;5094;11633
4/10/2020;23:00:00;132114;14307;15214;10573;5184;12445
4/10/2020;23:30:00;127453;13372;14982;10983;5066;12267
5/10/2020;00:00:00;124111;12980;14567;11051;3689;10348
5/10/2020;00:30:00;122554;12589;13777;10377;2748;11552
5/10/2020;01:00:00;117207;12524;14604;7603;3652;9729
5/10/2020;01:30:00;110834;11127;14135;6864;3977;4909
5/10/2020;02:00:00;105985;12251;14403;6993;3204;4764
5/10/2020;02:30:00;95751;13463;13872;7332;2408;4718
5/10/2020;03:00:00;87911;13505;13995;7344;2148;3648
5/10/2020;03:30:00;82968;13108;14093;7944;2109;625
5/10/2020;04:00:00;81530;11743;14633;7351;2189;732
5/10/2020;04:30:00;77371;8124;14528;7461;2128;619
5/10/2020;05:00:00;77209;8181;14508;7582;2460;707
5/10/2020;05:30:00;75809;8679;14933;7484;1989;566
5/10/2020;06:00:00;75941;8656;14923;7642;2141;1396
5/10/2020;06:30:00;100625;10006;13074;8984;2101;7218
5/10/2020;07:00:00;106193;9543;11978;9760;2312;8394
5/10/2020;07:30:00;115038;11731;14058;11465;2927;10475
5/10/2020;08:00:00;123978;12287;14761;12003;2929;12037
5/10/2020;08:30:00;133969;13303;15905;13507;3545;13889
5/10/2020;09:00:00;137391;15998;18451;14869;5243;16482
5/10/2020;09:30:00;134882;16284;19115;15164;5332;15880
5/10/2020;10:00:00;138931;15932;19158;13928;5440;15440
5/10/2020;10:30:00;135715;15933;17731;12973;5747;15489
5/10/2020;11:00:00;135127;16113;17466;12950;5557;14708
5/10/2020;11:30:00;134150;17167;17786;13839;5850;15443
5/10/2020;12:00:00;134091;17565;17921;13545;5935;14969
5/10/2020;12:30:00;137237;17854;19395;13973;5243;15219
5/10/2020;13:00:00;136376;16940;18663;14587;5546;16230
5/10/2020;13:30:00;135981;17672;19424;14829;5610;15497
5/10/2020;14:00:00;133902;17697;20152;14863;5522;16352
5/10/2020;14:30:00;135762;17263;18185;13667;5033;15546
5/10/2020;15:00:00;132489;17177;18286;13781;4731;14329
5/10/2020;15:30:00;129642;16837;17729;13242;5010;15218
5/10/2020;16:00:00;132195;18851;21421;15242;6496;16062
5/10/2020;16:30:00;132643;18363;20782;15687;6686;17674
5/10/2020;17:00:00;133520;18291;22598;17418;6496;19237
5/10/2020;17:30:00;133863;17108;21368;17147;7193;19516
5/10/2020;18:00:00;134777;17458;22258;17696;6447;19819
5/10/2020;18:30:00;136863;19298;24590;20227;6970;21049
5/10/2020;19:00:00;148462;19335;23271;18647;6399;20013
5/10/2020;19:30:00;138508;19372;21952;17067;5828;18978
5/10/2020;20:00:00;147925;17660;21005;17289;5083;17521
5/10/2020;20:30:00;137187;16678;22221;15747;6168;18027
5/10/2020;21:00:00;135036;16248;20542;16459;5914;15610
5/10/2020;21:30:00;136594;16439;18698;14615;5467;14419
5/10/2020;22:00:00;132904;16200;17460;13495;5244;12943
5/10/2020;22:30:00;132273;16021;15829;12341;5041;11635
5/10/2020;23:00:00;130811;15410;15534;12258;4771;12951
5/10/2020;23:30:00;128302;14808;15701;12020;4847;12165
6/10/2020;00:00:00;129478;15105;15364;12239;5055;13225
6/10/2020;00:30:00;123355;12378;13229;10438;3750;13676
6/10/2020;01:00:00;112143;11795;11327;7856;3166;12384
6/10/2020;01:30:00;111790;14426;11367;7548;3250;11947
6/10/2020;02:00:00;98409;16111;14849;8051;3596;9328
6/10/2020;02:30:00;95909;12962;17963;7641;3492;931
6/10/2020;03:00:00;86772;14283;17021;7400;3046;644
6/10/2020;03:30:00;85253;14354;16223;8544;1961;823
6/10/2020;04:00:00;81461;14157;15146;7487;2120;875
6/10/2020;04:30:00;78959;13950;15022;7739;1659;848
6/10/2020;05:00:00;77947;8872;15608;7873;1716;849
6/10/2020;05:30:00;78453;8437;14644;7419;1592;665
6/10/2020;06:00:00;79488;9272;15688;7995;1979;1035
6/10/2020;06:30:00;97613;11273;14113;8573;2325;6480
6/10/2020;07:00:00;106524;10740;12524;9284;2191;7628
6/10/2020;07:30:00;113138;11347;13938;11367;2327;10357
6/10/2020;08:00:00;121500;12638;15298;12442;3600;11761
6/10/2020;08:30:00;129654;14214;17066;13763;4279;14279
6/10/2020;09:00:00;136977;15933;18808;15341;4903;16871
6/10/2020;09:30:00;144521;18343;21880;18612;6162;19704
6/10/2020;10:00:00;121372;8636;9256;12751;2257;9221
6/10/2020;10:30:00;141648;17056;19935;15355;4847;15010
6/10/2020;11:00:00;136454;16395;20093;15160;4903;16999
6/10/2020;11:30:00;134418;16486;19092;14512;4964;14632
6/10/2020;12:00:00;134118;17202;18752;13864;5037;14811
6/10/2020;12:30:00;134740;16354;18666;14267;4823;15535
6/10/2020;13:00:00;137126;17075;18845;14827;5011;16297
6/10/2020;13:30:00;138688;17294;20369;16185;5635;17227
6/10/2020;14:00:00;137500;16990;20170;15447;5824;15823
6/10/2020;14:30:00;138015;17329;19969;14306;6222;15852
6/10/2020;15:00:00;131478;16910;19012;13928;6144;14835
6/10/2020;15:30:00;131594;17166;19204;13584;5666;15378
6/10/2020;16:00:00;136153;16758;19637;15745;4750;16133
6/10/2020;16:30:00;135389;16741;19470;16075;5315;16540
6/10/2020;17:00:00;135119;16209;19826;16790;4930;17206
6/10/2020;17:30:00;139031;17761;21334;17822;5907;18153
6/10/2020;18:00:00;138276;18469;23244;18453;6918;18810
6/10/2020;18:30:00;142351;20465;25927;21242;6084;23498
6/10/2020;19:00:00;154981;20188;26210;21063;6732;22548
6/10/2020;19:30:00;150203;19726;24663;20115;6627;19365
6/10/2020;20:00:00;143026;17675;21615;16732;6218;16762
6/10/2020;20:30:00;139053;17303;19472;14953;5717;15394
6/10/2020;21:00:00;135887;17631;19323;15315;5543;15313
6/10/2020;21:30:00;130588;16227;17759;13454;6450;12532
6/10/2020;22:00:00;130683;16377;16455;12385;5745;12343
6/10/2020;22:30:00;130142;15269;16194;12828;5306;12093
6/10/2020;23:00:00;129322;15930;16269;12368;4983;12917
6/10/2020;23:30:00;126953;15270;16370;11634;5594;11426
7/10/2020;00:00:00;124037;15056;15237;11787;4309;11262
7/10/2020;00:30:00;125546;14108;14498;10649;3852;11990
7/10/2020;01:00:00;117068;13028;13159;10299;2795;11898
7/10/2020;01:30:00;112978;12027;14902;9144;2979;8220
7/10/2020;02:00:00;107982;15725;17599;10040;3874;6683
7/10/2020;02:30:00;100527;14660;15862;7894;3239;2121
7/10/2020;03:00:00;93410;14858;13312;7576;2313;833
7/10/2020;03:30:00;87752;14405;13314;7794;1685;897
7/10/2020;04:00:00;85853;14404;13399;8373;1558;892
7/10/2020;04:30:00;88446;14178;12724;8479;1456;802
7/10/2020;05:00:00;87706;14962;13478;8325;1755;716
7/10/2020;05:30:00;88064;14276;13048;8014;2044;796
7/10/2020;06:00:00;90288;14953;13527;8625;1837;1156
7/10/2020;06:30:00;103741;11712;12746;9117;1917;6626
7/10/2020;07:00:00;108213;10687;12292;9224;2079;6807
7/10/2020;07:30:00;114834;12583;14328;10482;3212;9713
7/10/2020;08:00:00;125091;13054;15794;12356;2720;11615
7/10/2020;08:30:00;132928;14494;17455;14480;3914;14167
7/10/2020;09:00:00;137355;15124;18854;15041;4248;16344
7/10/2020;09:30:00;138926;17820;20952;16479;5116;17631
7/10/2020;10:00:00;135255;17385;19779;14984;4783;16148
7/10/2020;10:30:00;132874;16709;19496;14083;4313;14994
7/10/2020;11:00:00;133494;16986;20321;15019;5172;16791
7/10/2020;11:30:00;117059;14848;17017;13047;4409;13339
7/10/2020;12:00:00;135574;16324;18808;13646;5176;15277
7/10/2020;12:30:00;134643;17222;20266;14748;5464;15790
7/10/2020;13:00:00;136922;17978;20466;15383;5718;17040
7/10/2020;13:30:00;138826;18096;21161;16498;4878;15938
7/10/2020;14:00:00;136179;18054;21039;16084;5088;16553
7/10/2020;14:30:00;136442;18337;20468;14715;5680;15077
7/10/2020;15:00:00;136898;16787;19084;14162;5286;14532
7/10/2020;15:30:00;137067;17206;20264;14747;5391;16190
7/10/2020;16:00:00;134302;17721;21011;15768;5718;17176
7/10/2020;16:30:00;136307;18193;21481;16675;5649;17837
7/10/2020;17:00:00;136521;18928;22637;17710;6312;18731
7/10/2020;17:30:00;139205;18690;22558;17548;6070;19241
7/10/2020;18:00:00;136937;18010;23768;18703;6515;19316
7/10/2020;18:30:00;143287;20090;25041;20350;6829;20429
7/10/2020;19:00:00;144096;19837;25521;19971;7240;20218
7/10/2020;19:30:00;146970;20718;25332;19202;7308;20637
7/10/2020;20:00:00;138896;18179;21513;15983;6497;16661
7/10/2020;20:30:00;138213;17345;20510;14500;6488;16041
7/10/2020;21:00:00;130241;15607;18744;13715;5427;13854
7/10/2020;21:30:00;127488;15065;17910;12758;5428;12877
7/10/2020;22:00:00;128978;15597;18030;12343;5355;11606
7/10/2020;22:30:00;129792;15926;17182;12509;5459;12095
7/10/2020;23:00:00;123095;14467;16432;12106;4736;12301
7/10/2020;23:30:00;123029;14501;16497;12234;4722;12342
8/10/2020;00:00:00;119832;13430;15341;11024;4696;11014
8/10/2020;00:30:00;119383;12088;15029;10915;3649;12379
8/10/2020;01:00:00;113786;13666;15859;9321;3351;11089
8/10/2020;01:30:00;110278;13891;15401;7640;3861;8421
8/10/2020;02:00:00;102271;14871;16224;7943;3939;7864
8/10/2020;02:30:00;97295;15311;14496;7327;1909;966
8/10/2020;03:00:00;90248;14398;13470;7760;1627;950
8/10/2020;03:30:00;85960;14679;12134;7217;2000;897
8/10/2020;04:00:00;84538;14597;12461;7754;1774;834
8/10/2020;04:30:00;84571;14855;12071;7128;1674;811
8/10/2020;05:00:00;82213;14073;11439;6851;1697;808
8/10/2020;05:30:00;82233;14127;11899;7189;1659;681
8/10/2020;06:00:00;84632;14646;12909;8236;1401;1002
8/10/2020;06:30:00;100126;12254;12496;8695;1394;6583
8/10/2020;07:00:00;106828;11095;12332;9205;2000;7522
8/10/2020;07:30:00;112156;11560;13330;11078;2441;8636
8/10/2020;08:00:00;123788;13002;15336;12936;2888;10259
8/10/2020;08:30:00;133016;14863;16923;14265;4116;14558
8/10/2020;09:00:00;138904;16725;20465;15903;5104;16274
8/10/2020;09:30:00;142311;19273;21678;16718;6391;17312
8/10/2020;10:00:00;139462;19393;21198;15679;5932;16465
8/10/2020;10:30:00;136726;17601;19299;14642;5471;15380
8/10/2020;11:00:00;133166;17147;18717;13565;5475;14668
8/10/2020;11:30:00;134479;18392;19637;14304;4409;14773
8/10/2020;12:00:00;133811;17670;19812;14803;5261;14897
8/10/2020;12:30:00;135827;18452;21265;16017;5533;17306
8/10/2020;13:00:00;136875;18577;20325;15399;5140;16572
8/10/2020;13:30:00;136696;18234;20698;15866;5721;17140
8/10/2020;14:00:00;136038;17798;20090;15357;5837;17019
8/10/2020;14:30:00;132843;17969;19930;14504;5780;15240
8/10/2020;15:00:00;135773;18207;19091;14008;5931;15265
8/10/2020;15:30:00;132169;17558;19391;14453;5714;15433
8/10/2020;16:00:00;132303;17397;17831;13949;5330;14883
8/10/2020;16:30:00;135019;17786;20930;16572;5545;17347
8/10/2020;17:00:00;137684;18455;22474;17569;6051;18160
8/10/2020;17:30:00;135744;18018;21568;17932;5897;18717
8/10/2020;18:00:00;134686;18699;22263;17895;6575;19253
8/10/2020;18:30:00;141135;18195;23204;19106;7048;20317
8/10/2020;19:00:00;160951;19568;28990;25184;7776;27637
8/10/2020;19:30:00;155716;20918;27942;19484;7107;19570
8/10/2020;20:00:00;153758;21015;22648;22631;6105;17849
8/10/2020;20:30:00;140399;17529;21008;19754;7521;16228
8/10/2020;21:00:00;145724;18055;22382;17267;5601;13092
8/10/2020;21:30:00;133724;16937;19705;14356;6257;15841
8/10/2020;22:00:00;130790;16815;18327;13028;6391;14168
8/10/2020;22:30:00;129409;15257;17791;13239;6006;14014
8/10/2020;23:00:00;127653;16211;18124;13950;5174;14220
8/10/2020;23:30:00;123551;14933;17127;13237;5410;13335
9/10/2020;00:00:00;122296;14447;16739;12148;5367;13764
