Datetime,R1
2020-09-27 03:00:00,190.843
2020-09-27 04:00:00,181.795
2020-09-27 05:00:00,173.095
2020-09-27 06:00:00,180.693
2020-09-27 07:00:00,186.764
2020-09-27 08:00:00,190.795
2020-09-27 09:00:00,207.92
2020-09-27 10:00:00,231.994
2020-09-27 11:00:00,249.41
2020-09-27 12:00:00,256.328
2020-09-27 13:00:00,262.117
2020-09-27 14:00:00,252.717
2020-09-27 15:00:00,251.618
2020-09-27 16:00:00,257.725
2020-09-27 17:00:00,265.221
2020-09-27 18:00:00,266.977
2020-09-27 19:00:00,263.726
2020-09-27 20:00:00,272.296
2020-09-27 21:00:00,269.758
2020-09-27 22:00:00,269.303
2020-09-27 23:00:00,253.672
2020-09-28 00:00:00,253.587
2020-09-28 01:00:00,231.267
2020-09-28 02:00:00,212.429
2020-09-28 03:00:00,178.015
2020-09-28 04:00:00,179.601
2020-09-28 05:00:00,172.532
2020-09-28 06:00:00,192.396
2020-09-28 07:00:00,218.004
2020-09-28 08:00:00,251.811
2020-09-28 09:00:00,275.512
2020-09-28 10:00:00,263.338
2020-09-28 11:00:00,265.238
2020-09-28 12:00:00,265.777
2020-09-28 13:00:00,265.658
2020-09-28 14:00:00,249.156
2020-09-28 15:00:00,251.417
2020-09-28 16:00:00,253.218
2020-09-28 17:00:00,265.932
2020-09-28 18:00:00,277.967
2020-09-28 19:00:00,277.23
2020-09-28 20:00:00,270.878
2020-09-28 21:00:00,262.737
2020-09-28 22:00:00,257.058
2020-09-28 23:00:00,261.102
2020-09-29 00:00:00,251.014
2020-09-29 01:00:00,228.592
2020-09-29 02:00:00,196.229
2020-09-29 03:00:00,183.571
2020-09-29 04:00:00,183.28
2020-09-29 05:00:00,190.101
2020-09-29 06:00:00,200.785
2020-09-29 07:00:00,228.772
2020-09-29 08:00:00,262.149
2020-09-29 09:00:00,286.068
2020-09-29 10:00:00,270.958
2020-09-29 11:00:00,263.357
2020-09-29 12:00:00,263.102
2020-09-29 13:00:00,268.417
2020-09-29 14:00:00,267.954
2020-09-29 15:00:00,258.406
2020-09-29 16:00:00,263.065
2020-09-29 17:00:00,268.29
2020-09-29 18:00:00,272.89
2020-09-29 19:00:00,277.149
2020-09-29 20:00:00,280.768
2020-09-29 21:00:00,267.432
2020-09-29 22:00:00,263.0
2020-09-29 23:00:00,263.503
2020-09-30 00:00:00,251.959
2020-09-30 01:00:00,230.649
2020-09-30 02:00:00,212.292
2020-09-30 03:00:00,193.199
2020-09-30 04:00:00,183.7
2020-09-30 05:00:00,184.15
2020-09-30 06:00:00,208.036
2020-09-30 07:00:00,227.588
2020-09-30 08:00:00,262.606
2020-09-30 09:00:00,276.8
2020-09-30 10:00:00,271.716
2020-09-30 11:00:00,271.229
2020-09-30 12:00:00,267.216
2020-09-30 13:00:00,276.976
2020-09-30 14:00:00,275.821
2020-09-30 15:00:00,267.298
2020-09-30 16:00:00,270.589
2020-09-30 17:00:00,264.371
2020-09-30 18:00:00,269.067
2020-09-30 19:00:00,284.098
2020-09-30 20:00:00,280.087
2020-09-30 21:00:00,267.583
2020-09-30 22:00:00,260.931
2020-09-30 23:00:00,259.944
2020-10-01 00:00:00,254.105
2020-10-01 01:00:00,228.322
2020-10-01 02:00:00,204.882
2020-10-01 03:00:00,179.63
2020-10-01 04:00:00,171.829
2020-10-01 05:00:00,169.215
2020-10-01 06:00:00,193.97
2020-10-01 07:00:00,225.797
2020-10-01 08:00:00,257.213
2020-10-01 09:00:00,284.184
2020-10-01 10:00:00,269.953
2020-10-01 11:00:00,261.83
2020-10-01 12:00:00,252.604
2020-10-01 13:00:00,272.402
2020-10-01 14:00:00,273.57
2020-10-01 15:00:00,253.803
2020-10-01 16:00:00,265.072
2020-10-01 17:00:00,261.428
2020-10-01 18:00:00,265.627
2020-10-01 19:00:00,270.482
2020-10-01 20:00:00,278.585
2020-10-01 21:00:00,266.88
2020-10-01 22:00:00,258.401
2020-10-01 23:00:00,260.887
2020-10-02 00:00:00,248.21
2020-10-02 01:00:00,230.516
2020-10-02 02:00:00,201.585
2020-10-02 03:00:00,184.742
2020-10-02 04:00:00,172.865
2020-10-02 05:00:00,164.823
2020-10-02 06:00:00,190.563
2020-10-02 07:00:00,220.79
2020-10-02 08:00:00,254.406
2020-10-02 09:00:00,265.174
2020-10-02 10:00:00,266.106
2020-10-02 11:00:00,251.463
2020-10-02 12:00:00,257.711
2020-10-02 13:00:00,265.425
2020-10-02 14:00:00,256.543
2020-10-02 15:00:00,255.3
2020-10-02 16:00:00,257.661
2020-10-02 17:00:00,263.95
2020-10-02 18:00:00,277.009
2020-10-02 19:00:00,276.565
2020-10-02 20:00:00,263.586
2020-10-02 21:00:00,259.13
2020-10-02 22:00:00,251.407
2020-10-02 23:00:00,254.586
2020-10-03 00:00:00,246.002
2020-10-03 01:00:00,236.041
2020-10-03 02:00:00,220.233
2020-10-03 03:00:00,196.138
2020-10-03 04:00:00,183.403
2020-10-03 05:00:00,166.011
2020-10-03 06:00:00,175.006
2020-10-03 07:00:00,195.25
2020-10-03 08:00:00,201.621
2020-10-03 09:00:00,224.66
2020-10-03 10:00:00,245.785
2020-10-03 11:00:00,258.771
2020-10-03 12:00:00,261.865
2020-10-03 13:00:00,259.649
2020-10-03 14:00:00,262.644
2020-10-03 15:00:00,262.102
2020-10-03 16:00:00,253.869
2020-10-03 17:00:00,252.494
2020-10-03 18:00:00,262.248
2020-10-03 19:00:00,262.131
2020-10-03 20:00:00,261.865
2020-10-03 21:00:00,255.696
2020-10-03 22:00:00,247.121
2020-10-03 23:00:00,253.911
2020-10-04 00:00:00,250.595
2020-10-04 01:00:00,236.056
2020-10-04 02:00:00,218.73
2020-10-04 03:00:00,199.979
2020-10-04 04:00:00,186.419
2020-10-04 05:00:00,179.743
2020-10-04 06:00:00,186.484
2020-10-04 07:00:00,190.22
2020-10-04 08:00:00,193.545
2020-10-04 09:00:00,213.294
2020-10-04 10:00:00,244.072
2020-10-04 11:00:00,247.614
2020-10-04 12:00:00,256.42
2020-10-04 13:00:00,256.068
2020-10-04 14:00:00,253.527
2020-10-04 15:00:00,252.517
2020-10-04 16:00:00,255.934
2020-10-04 17:00:00,263.423
2020-10-04 18:00:00,265.841
2020-10-04 19:00:00,275.005
2020-10-04 20:00:00,274.614
2020-10-04 21:00:00,271.408
2020-10-04 22:00:00,261.231
2020-10-04 23:00:00,259.567
2020-10-05 00:00:00,246.665
2020-10-05 01:00:00,228.041
2020-10-05 02:00:00,201.736
2020-10-05 03:00:00,170.879
2020-10-05 04:00:00,158.901
2020-10-05 05:00:00,153.018
2020-10-05 06:00:00,176.566
2020-10-05 07:00:00,221.231
2020-10-05 08:00:00,257.947
2020-10-05 09:00:00,272.273
2020-10-05 10:00:00,274.646
2020-10-05 11:00:00,269.277
2020-10-05 12:00:00,271.328
2020-10-05 13:00:00,272.357
2020-10-05 14:00:00,269.664
2020-10-05 15:00:00,262.131
2020-10-05 16:00:00,264.838
2020-10-05 17:00:00,267.383
2020-10-05 18:00:00,271.64
2020-10-05 19:00:00,286.97
2020-10-05 20:00:00,285.112
2020-10-05 21:00:00,271.63
2020-10-05 22:00:00,265.177
2020-10-05 23:00:00,259.113
2020-10-06 00:00:00,252.833
2020-10-06 01:00:00,223.933
2020-10-06 02:00:00,194.318
2020-10-06 03:00:00,172.025
2020-10-06 04:00:00,160.42
2020-10-06 05:00:00,156.4
2020-10-06 06:00:00,177.101
2020-10-06 07:00:00,219.662
2020-10-06 08:00:00,251.154
2020-10-06 09:00:00,281.498
2020-10-06 10:00:00,263.02
2020-10-06 11:00:00,270.872
2020-10-06 12:00:00,268.858
2020-10-06 13:00:00,275.814
2020-10-06 14:00:00,275.515
2020-10-06 15:00:00,263.072
2020-10-06 16:00:00,271.542
2020-10-06 17:00:00,274.15
2020-10-06 18:00:00,280.627
2020-10-06 19:00:00,305.184
2020-10-06 20:00:00,282.079
2020-10-06 21:00:00,266.475
2020-10-06 22:00:00,260.825
2020-10-06 23:00:00,256.275
2020-10-07 00:00:00,249.583
2020-10-07 01:00:00,230.046
2020-10-07 02:00:00,208.509
2020-10-07 03:00:00,181.162
2020-10-07 04:00:00,174.299
2020-10-07 05:00:00,175.77
2020-10-07 06:00:00,194.029
2020-10-07 07:00:00,223.047
2020-10-07 08:00:00,258.019
2020-10-07 09:00:00,276.281
2020-10-07 10:00:00,268.129
2020-10-07 11:00:00,250.553
2020-10-07 12:00:00,270.217
2020-10-07 13:00:00,275.748
2020-10-07 14:00:00,272.621
2020-10-07 15:00:00,273.965
2020-10-07 16:00:00,270.609
2020-10-07 17:00:00,275.726
2020-10-07 18:00:00,280.224
2020-10-07 19:00:00,291.066
2020-10-07 20:00:00,277.109
2020-10-07 21:00:00,257.729
2020-10-07 22:00:00,258.77
2020-10-07 23:00:00,246.124
2020-10-08 00:00:00,239.215
2020-10-08 01:00:00,224.064
2020-10-08 02:00:00,199.566
2020-10-08 03:00:00,176.208
2020-10-08 04:00:00,169.109
2020-10-08 05:00:00,164.446
2020-10-08 06:00:00,184.758
2020-10-08 07:00:00,218.984
2020-10-08 08:00:00,256.804
2020-10-08 09:00:00,281.215
2020-10-08 10:00:00,276.188
2020-10-08 11:00:00,267.645
2020-10-08 12:00:00,269.638
2020-10-08 13:00:00,273.571
2020-10-08 14:00:00,268.881
2020-10-08 15:00:00,267.942
2020-10-08 16:00:00,267.322
2020-10-08 17:00:00,273.428
2020-10-08 18:00:00,275.821
2020-10-08 19:00:00,316.667
2020-10-08 20:00:00,294.157
2020-10-08 21:00:00,279.448
2020-10-08 22:00:00,260.199
2020-10-08 23:00:00,251.204
2020-10-09 00:00:00,242.999
2020-10-09 01:00:00,224.943
2020-10-09 02:00:00,207.775
2020-10-09 03:00:00,189.866
2020-10-09 04:00:00,170.293
2020-10-09 05:00:00,173.021
2020-10-09 06:00:00,189.271
2020-10-09 07:00:00,221.589
2020-10-09 08:00:00,253.83
2020-10-09 09:00:00,276.529
2020-10-09 10:00:00,272.01
2020-10-09 11:00:00,267.025
2020-10-09 12:00:00,271.97
2020-10-09 13:00:00,275.646
2020-10-09 14:00:00,271.244
2020-10-09 15:00:00,259.811
2020-10-09 16:00:00,271.078
2020-10-09 17:00:00,274.864
2020-10-09 18:00:00,273.505
2020-10-09 19:00:00,283.997
2020-10-09 20:00:00,288.544
2020-10-09 21:00:00,272.241
2020-10-09 22:00:00,261.445
2020-10-09 23:00:00,257.63
2020-10-10 00:00:00,254.082
2020-10-10 01:00:00,233.155
2020-10-10 02:00:00,217.957
2020-10-10 03:00:00,211.231
2020-10-10 04:00:00,197.089
2020-10-10 05:00:00,188.103
2020-10-10 06:00:00,197.56
2020-10-10 07:00:00,202.272
2020-10-10 08:00:00,213.373
2020-10-10 09:00:00,235.452
2020-10-10 10:00:00,253.213
2020-10-10 11:00:00,263.175
2020-10-10 12:00:00,265.649
2020-10-10 13:00:00,264.195
2020-10-10 14:00:00,263.119
2020-10-10 15:00:00,265.911
2020-10-10 16:00:00,264.83
2020-10-10 17:00:00,266.843
2020-10-10 18:00:00,269.733
2020-10-10 19:00:00,273.832
2020-10-10 20:00:00,270.926
2020-10-10 21:00:00,236.152
2020-10-10 22:00:00,259.659
2020-10-10 23:00:00,252.12
2020-10-11 00:00:00,249.606
2020-10-11 01:00:00,233.113
2020-10-11 02:00:00,210.486
2020-10-11 03:00:00,194.778
2020-10-11 04:00:00,183.898
2020-10-11 05:00:00,175.71
2020-10-11 06:00:00,187.592
2020-10-11 07:00:00,200.52
2020-10-11 08:00:00,197.684
2020-10-11 09:00:00,241.932
2020-10-11 10:00:00,236.885
2020-10-11 11:00:00,257.611
2020-10-11 12:00:00,260.633
2020-10-11 13:00:00,267.11
2020-10-11 14:00:00,263.841
2020-10-11 15:00:00,264.557
2020-10-11 16:00:00,272.887
2020-10-11 17:00:00,271.851
2020-10-11 18:00:00,274.453
2020-10-11 19:00:00,279.696
2020-10-11 20:00:00,279.637
2020-10-11 21:00:00,278.416
2020-10-11 22:00:00,265.399
2020-10-11 23:00:00,266.458
2020-10-12 00:00:00,252.492
2020-10-12 01:00:00,234.761
2020-10-12 02:00:00,225.892
2020-10-12 03:00:00,207.85
2020-10-12 04:00:00,203.775
2020-10-12 05:00:00,187.943
2020-10-12 06:00:00,195.2
2020-10-12 07:00:00,212.972
2020-10-12 08:00:00,258.566
2020-10-12 09:00:00,276.726
2020-10-12 10:00:00,267.417
2020-10-12 11:00:00,262.096
2020-10-12 12:00:00,269.437
2020-10-12 13:00:00,271.602
2020-10-12 14:00:00,277.748
2020-10-12 15:00:00,273.44
2020-10-12 16:00:00,274.66
2020-10-12 17:00:00,272.281
2020-10-12 18:00:00,285.66
2020-10-12 19:00:00,286.481
2020-10-12 20:00:00,290.374
2020-10-12 21:00:00,272.392
2020-10-12 22:00:00,264.133
2020-10-12 23:00:00,266.08
2020-10-13 00:00:00,245.756
2020-10-13 01:00:00,233.322
2020-10-13 02:00:00,227.206
2020-10-13 03:00:00,205.844
2020-10-13 04:00:00,201.27
2020-10-13 05:00:00,198.941
2020-10-13 06:00:00,209.709
2020-10-13 07:00:00,231.932
2020-10-13 08:00:00,261.069
2020-10-13 09:00:00,288.09
2020-10-13 10:00:00,283.135
2020-10-13 11:00:00,270.317
2020-10-13 12:00:00,270.908
2020-10-13 13:00:00,277.427
2020-10-13 14:00:00,271.625
2020-10-13 15:00:00,276.294
2020-10-13 16:00:00,276.228
2020-10-13 17:00:00,286.103
2020-10-13 18:00:00,298.131
2020-10-13 19:00:00,303.203
2020-10-13 20:00:00,301.255
2020-10-13 21:00:00,280.876
2020-10-13 22:00:00,267.595
2020-10-13 23:00:00,262.691
2020-10-14 00:00:00,258.745
2020-10-14 01:00:00,242.97
2020-10-14 02:00:00,231.824
2020-10-14 03:00:00,218.231
2020-10-14 04:00:00,213.586
2020-10-14 05:00:00,207.805
2020-10-14 06:00:00,214.969
2020-10-14 07:00:00,236.19
2020-10-14 08:00:00,266.468
2020-10-14 09:00:00,286.599
2020-10-14 10:00:00,280.706
2020-10-14 11:00:00,278.436
2020-10-14 12:00:00,274.632
2020-10-14 13:00:00,292.735
2020-10-14 14:00:00,284.765
2020-10-14 15:00:00,284.829
2020-10-14 16:00:00,290.291
2020-10-14 17:00:00,297.623
2020-10-14 18:00:00,302.036
2020-10-14 19:00:00,330.622
2020-10-14 20:00:00,316.144
2020-10-14 21:00:00,296.368
2020-10-14 22:00:00,282.153
2020-10-14 23:00:00,272.611
2020-10-15 00:00:00,262.534
2020-10-15 01:00:00,243.9
2020-10-15 02:00:00,231.727
2020-10-15 03:00:00,211.562
2020-10-15 04:00:00,205.582
2020-10-15 05:00:00,201.62
2020-10-15 06:00:00,212.327
2020-10-15 07:00:00,230.101
2020-10-15 08:00:00,265.137
2020-10-15 09:00:00,286.777
2020-10-15 10:00:00,283.405
2020-10-15 11:00:00,281.232
2020-10-15 12:00:00,276.049
2020-10-15 13:00:00,281.515
2020-10-15 14:00:00,281.435
2020-10-15 15:00:00,269.677
2020-10-15 16:00:00,276.078
2020-10-15 17:00:00,281.618
2020-10-15 18:00:00,303.268
2020-10-15 19:00:00,302.703
2020-10-15 20:00:00,283.119
2020-10-15 21:00:00,267.534
2020-10-15 22:00:00,260.518
2020-10-15 23:00:00,260.717
2020-10-16 00:00:00,255.304
2020-10-16 01:00:00,240.663
2020-10-16 02:00:00,229.547
2020-10-16 03:00:00,222.08
2020-10-16 04:00:00,208.837
2020-10-16 05:00:00,203.955
2020-10-16 06:00:00,214.504
2020-10-16 07:00:00,228.625
2020-10-16 08:00:00,261.43
2020-10-16 09:00:00,278.68
2020-10-16 10:00:00,277.586
2020-10-16 11:00:00,271.695
2020-10-16 12:00:00,278.499
2020-10-16 13:00:00,281.421
2020-10-16 14:00:00,273.414
2020-10-16 15:00:00,270.869
2020-10-16 16:00:00,280.795
2020-10-16 17:00:00,279.201
2020-10-16 18:00:00,282.488
2020-10-16 19:00:00,288.255
2020-10-16 20:00:00,270.025
2020-10-16 21:00:00,258.344
2020-10-16 22:00:00,251.594
2020-10-16 23:00:00,253.775
2020-10-17 00:00:00,257.088
2020-10-17 01:00:00,241.152
2020-10-17 02:00:00,221.132
2020-10-17 03:00:00,207.353
2020-10-17 04:00:00,192.187
2020-10-17 05:00:00,183.0
2020-10-17 06:00:00,191.259
2020-10-17 07:00:00,199.202
2020-10-17 08:00:00,211.199
2020-10-17 09:00:00,233.782
2020-10-17 10:00:00,246.643
2020-10-17 11:00:00,253.123
2020-10-17 12:00:00,257.073
2020-10-17 13:00:00,260.453
2020-10-17 14:00:00,252.874
2020-10-17 15:00:00,255.116
2020-10-17 16:00:00,244.253
2020-10-17 17:00:00,244.397
2020-10-17 18:00:00,254.27
2020-10-17 19:00:00,259.649
2020-10-17 20:00:00,264.863
2020-10-17 21:00:00,265.211
2020-10-17 22:00:00,247.15
2020-10-17 23:00:00,239.713
2020-10-18 00:00:00,238.993
2020-10-18 01:00:00,227.429
2020-10-18 02:00:00,215.592
2020-10-18 03:00:00,204.995
2020-10-18 04:00:00,199.929
2020-10-18 05:00:00,189.469
2020-10-18 06:00:00,191.344
2020-10-18 07:00:00,195.621
2020-10-18 08:00:00,200.111
2020-10-18 09:00:00,218.564
2020-10-18 10:00:00,237.899
2020-10-18 11:00:00,249.713
2020-10-18 12:00:00,255.975
2020-10-18 13:00:00,265.515
2020-10-18 14:00:00,253.025
2020-10-18 15:00:00,247.267
2020-10-18 16:00:00,242.758
2020-10-18 17:00:00,248.405
2020-10-18 18:00:00,253.197
2020-10-18 19:00:00,263.307
2020-10-18 20:00:00,281.963
2020-10-18 21:00:00,274.34
2020-10-18 22:00:00,250.355
2020-10-18 23:00:00,244.694
2020-10-19 00:00:00,236.208
2020-10-19 01:00:00,229.36
2020-10-19 02:00:00,222.171
2020-10-19 03:00:00,203.095
2020-10-19 04:00:00,189.328
2020-10-19 05:00:00,191.686
2020-10-19 06:00:00,201.513
2020-10-19 07:00:00,216.424
2020-10-19 08:00:00,246.092
2020-10-19 09:00:00,260.228
2020-10-19 10:00:00,268.21
2020-10-19 11:00:00,273.857
2020-10-19 12:00:00,277.356
2020-10-19 13:00:00,268.396
2020-10-19 14:00:00,270.419
2020-10-19 15:00:00,255.874
2020-10-19 16:00:00,264.256
2020-10-19 17:00:00,272.414
2020-10-19 18:00:00,274.124
2020-10-19 19:00:00,274.66
2020-10-19 20:00:00,270.479
2020-10-19 21:00:00,260.686
2020-10-19 22:00:00,246.611
2020-10-19 23:00:00,239.021
2020-10-20 00:00:00,238.538
2020-10-20 01:00:00,217.928
2020-10-20 02:00:00,210.104
2020-10-20 03:00:00,193.436
2020-10-20 04:00:00,182.325
2020-10-20 05:00:00,179.532
2020-10-20 06:00:00,197.858
2020-10-20 07:00:00,222.179
2020-10-20 08:00:00,244.62
2020-10-20 09:00:00,265.442
2020-10-20 10:00:00,261.484
2020-10-20 11:00:00,256.773
2020-10-20 12:00:00,260.849
2020-10-20 13:00:00,260.3
2020-10-20 14:00:00,257.269
2020-10-20 15:00:00,262.786
2020-10-20 16:00:00,259.322
2020-10-20 17:00:00,262.878
2020-10-20 18:00:00,274.137
2020-10-20 19:00:00,277.803
2020-10-20 20:00:00,269.062
2020-10-20 21:00:00,258.452
2020-10-20 22:00:00,241.894
2020-10-20 23:00:00,237.387
2020-10-21 00:00:00,235.655
2020-10-21 01:00:00,219.834
2020-10-21 02:00:00,206.199
2020-10-21 03:00:00,199.576
2020-10-21 04:00:00,186.252
2020-10-21 05:00:00,186.592
2020-10-21 06:00:00,197.915
2020-10-21 07:00:00,216.333
2020-10-21 08:00:00,249.453
2020-10-21 09:00:00,266.836
2020-10-21 10:00:00,270.579
2020-10-21 11:00:00,272.823
2020-10-21 12:00:00,258.62
2020-10-21 13:00:00,255.576
2020-10-21 14:00:00,257.841
2020-10-21 15:00:00,248.59
2020-10-21 16:00:00,251.316
2020-10-21 17:00:00,249.262
2020-10-21 18:00:00,257.399
2020-10-21 19:00:00,265.607
2020-10-21 20:00:00,261.475
2020-10-21 21:00:00,257.528
2020-10-21 22:00:00,240.522
2020-10-21 23:00:00,235.374
2020-10-22 00:00:00,225.877
2020-10-22 01:00:00,216.911
2020-10-22 02:00:00,209.282
2020-10-22 03:00:00,196.976
2020-10-22 04:00:00,189.298
2020-10-22 05:00:00,183.783
2020-10-22 06:00:00,197.242
2020-10-22 07:00:00,209.586
2020-10-22 08:00:00,239.166
2020-10-22 09:00:00,255.267
2020-10-22 10:00:00,255.965
2020-10-22 11:00:00,260.321
2020-10-22 12:00:00,259.509
2020-10-22 13:00:00,263.854
2020-10-22 14:00:00,260.87
2020-10-22 15:00:00,257.542
2020-10-22 16:00:00,252.948
2020-10-22 17:00:00,254.468
2020-10-22 18:00:00,265.726
2020-10-22 19:00:00,262.606
2020-10-22 20:00:00,265.955
2020-10-22 21:00:00,260.144
2020-10-22 22:00:00,238.754
2020-10-22 23:00:00,236.209
2020-10-23 00:00:00,229.216
2020-10-23 01:00:00,218.262
2020-10-23 02:00:00,206.297
2020-10-23 03:00:00,198.215
2020-10-23 04:00:00,189.086
2020-10-23 05:00:00,185.477
2020-10-23 06:00:00,199.629
2020-10-23 07:00:00,209.054
2020-10-23 08:00:00,233.32
2020-10-23 09:00:00,251.007
2020-10-23 10:00:00,250.119
2020-10-23 11:00:00,249.832
2020-10-23 12:00:00,250.887
2020-10-23 13:00:00,250.395
2020-10-23 14:00:00,249.4
2020-10-23 15:00:00,245.185
2020-10-23 16:00:00,242.134
2020-10-23 17:00:00,245.276
2020-10-23 18:00:00,251.604
2020-10-23 19:00:00,254.373
2020-10-23 20:00:00,254.807
2020-10-23 21:00:00,250.792
2020-10-23 22:00:00,237.066
2020-10-23 23:00:00,236.836
2020-10-24 00:00:00,231.325
2020-10-24 01:00:00,220.094
2020-10-24 02:00:00,210.31
2020-10-24 03:00:00,196.327
2020-10-24 04:00:00,179.767
2020-10-24 05:00:00,176.376
2020-10-24 06:00:00,187.41
2020-10-24 07:00:00,190.815
2020-10-24 08:00:00,203.353
2020-10-24 09:00:00,222.273
2020-10-24 10:00:00,230.402
2020-10-24 11:00:00,238.257
2020-10-24 12:00:00,241.831
2020-10-24 13:00:00,246.997
2020-10-24 14:00:00,239.708
2020-10-24 15:00:00,238.217
2020-10-24 16:00:00,231.102
2020-10-24 17:00:00,239.312
2020-10-24 18:00:00,249.727
2020-10-24 19:00:00,258.573
2020-10-24 20:00:00,262.962
2020-10-24 21:00:00,261.408
2020-10-24 22:00:00,243.625
2020-10-24 23:00:00,233.036
2020-10-25 00:00:00,221.654
2020-10-25 01:00:00,213.172
2020-10-25 02:00:00,201.977
2020-10-25 03:00:00,193.06
2020-10-25 04:00:00,193.113
2020-10-25 05:00:00,187.994
2020-10-25 06:00:00,184.361
2020-10-25 07:00:00,190.985
2020-10-25 08:00:00,203.205
2020-10-25 09:00:00,218.478
2020-10-25 10:00:00,230.925
2020-10-25 11:00:00,238.366
2020-10-25 12:00:00,249.462
2020-10-25 13:00:00,244.439
2020-10-25 14:00:00,238.532
2020-10-25 15:00:00,236.006
2020-10-25 16:00:00,241.055
2020-10-25 17:00:00,248.267
2020-10-25 18:00:00,249.833
2020-10-25 19:00:00,254.557
2020-10-25 20:00:00,258.748
2020-10-25 21:00:00,254.123
2020-10-25 22:00:00,242.345
2020-10-25 23:00:00,234.452
2020-10-26 00:00:00,226.064
2020-10-26 01:00:00,222.109
2020-10-26 02:00:00,209.722
2020-10-26 03:00:00,204.892
2020-10-26 04:00:00,192.44
2020-10-26 05:00:00,191.536
2020-10-26 06:00:00,197.263
2020-10-26 07:00:00,217.635
2020-10-26 08:00:00,244.553
2020-10-26 09:00:00,254.028
2020-10-26 10:00:00,254.92
2020-10-26 11:00:00,250.503
2020-10-26 12:00:00,255.596
2020-10-26 13:00:00,254.209
2020-10-26 14:00:00,260.03
2020-10-26 15:00:00,253.427
2020-10-26 16:00:00,255.54
2020-10-26 17:00:00,259.696
2020-10-26 18:00:00,268.258
2020-10-26 19:00:00,274.302
2020-10-26 20:00:00,266.684
2020-10-26 21:00:00,254.42
2020-10-26 22:00:00,240.468
2020-10-26 23:00:00,234.089
2020-10-27 00:00:00,224.949
2020-10-27 01:00:00,212.512
2020-10-27 02:00:00,203.143
2020-10-27 03:00:00,192.825
2020-10-27 04:00:00,183.02
2020-10-27 05:00:00,190.435
2020-10-27 06:00:00,199.418
2020-10-27 07:00:00,217.114
2020-10-27 08:00:00,247.131
2020-10-27 09:00:00,259.987
2020-10-27 10:00:00,252.89
2020-10-27 11:00:00,250.363
2020-10-27 12:00:00,256.435
2020-10-27 13:00:00,262.237
2020-10-27 14:00:00,256.752
2020-10-27 15:00:00,247.316
2020-10-27 16:00:00,251.598
2020-10-27 17:00:00,251.718
2020-10-27 18:00:00,261.685
2020-10-27 19:00:00,263.662
2020-10-27 20:00:00,265.334
2020-10-27 21:00:00,261.441
2020-10-27 22:00:00,242.813
2020-10-27 23:00:00,233.109
2020-10-28 00:00:00,227.514
2020-10-28 01:00:00,211.542
2020-10-28 02:00:00,205.986
2020-10-28 03:00:00,186.45
2020-10-28 04:00:00,170.439
2020-10-28 05:00:00,169.601
2020-10-28 06:00:00,183.484
2020-10-28 07:00:00,211.09
2020-10-28 08:00:00,235.899
2020-10-28 09:00:00,258.095
2020-10-28 10:00:00,257.0
2020-10-28 11:00:00,252.606
2020-10-28 12:00:00,259.769
2020-10-28 13:00:00,260.168
2020-10-28 14:00:00,254.942
2020-10-28 15:00:00,255.398
2020-10-28 16:00:00,256.089
2020-10-28 17:00:00,257.145
2020-10-28 18:00:00,261.343
2020-10-28 19:00:00,264.538
2020-10-28 20:00:00,257.945
2020-10-28 21:00:00,258.045
2020-10-28 22:00:00,243.374
2020-10-28 23:00:00,236.048
2020-10-29 00:00:00,229.277
2020-10-29 01:00:00,211.814
2020-10-29 02:00:00,204.371
2020-10-29 03:00:00,192.79
2020-10-29 04:00:00,181.78
2020-10-29 05:00:00,177.686
2020-10-29 06:00:00,196.867
2020-10-29 07:00:00,215.16
2020-10-29 08:00:00,244.392
2020-10-29 09:00:00,261.39
2020-10-29 10:00:00,258.84
2020-10-29 11:00:00,254.973
2020-10-29 12:00:00,256.198
2020-10-29 13:00:00,254.0
2020-10-29 14:00:00,254.379
2020-10-29 15:00:00,253.649
2020-10-29 16:00:00,246.085
2020-10-29 17:00:00,248.605
2020-10-29 18:00:00,258.197
2020-10-29 19:00:00,254.029
2020-10-29 20:00:00,255.943
2020-10-29 21:00:00,264.97
2020-10-29 22:00:00,255.256
2020-10-29 23:00:00,240.819
2020-10-30 00:00:00,231.153
2020-10-30 01:00:00,216.43
2020-10-30 02:00:00,204.704
2020-10-30 03:00:00,193.923
2020-10-30 04:00:00,190.386
2020-10-30 05:00:00,183.445
2020-10-30 06:00:00,193.09
2020-10-30 07:00:00,204.347
2020-10-30 08:00:00,226.268
2020-10-30 09:00:00,244.856
2020-10-30 10:00:00,242.43
2020-10-30 11:00:00,254.048
2020-10-30 12:00:00,259.81
2020-10-30 13:00:00,259.286
2020-10-30 14:00:00,261.507
2020-10-30 15:00:00,259.851
2020-10-30 16:00:00,260.684
2020-10-30 17:00:00,266.685
2020-10-30 18:00:00,271.637
2020-10-30 19:00:00,261.909
2020-10-30 20:00:00,254.375
2020-10-30 21:00:00,254.261
2020-10-30 22:00:00,241.607
2020-10-30 23:00:00,238.749
2020-10-31 00:00:00,232.973
2020-10-31 01:00:00,221.298
2020-10-31 02:00:00,215.152
2020-10-31 03:00:00,194.876
2020-10-31 04:00:00,182.937
2020-10-31 05:00:00,172.865
2020-10-31 06:00:00,181.829
2020-10-31 07:00:00,193.49
2020-10-31 08:00:00,201.465
2020-10-31 09:00:00,220.659
