Datetime,R1,R2,R3,R4,R5,R6
2020-09-08 15:00:00,246.051,30.064,34.915,24.791,8.316,27.812
2020-09-08 16:00:00,247.456,30.432,34.656,24.56,9.871,27.415
2020-09-08 17:00:00,249.169,30.388,39.263,30.81,9.754,33.782
2020-09-08 18:00:00,246.629,29.982,39.885,32.648,11.081,36.384
2020-09-08 19:00:00,257.692,33.827,41.922,34.748,9.752,38.792
2020-09-08 20:00:00,254.2,32.97,39.976,30.502,10.161,32.5
2020-09-08 21:00:00,239.739,31.292,36.166,26.806,9.285,26.688
2020-09-08 22:00:00,230.173,28.923,34.756,25.027,9.577,23.011
2020-09-08 23:00:00,226.263,27.63,32.614,22.922,9.261,24.685
2020-09-09 00:00:00,215.346,23.595,28.87,20.32,6.769,22.407
2020-09-09 01:00:00,188.037,25.475,30.136,15.326,5.156,13.438
2020-09-09 02:00:00,168.607,26.146,24.888,12.092,4.121,11.28
2020-09-09 03:00:00,166.542,24.756,22.302,11.496,3.81,11.375
2020-09-09 04:00:00,164.691,24.874,22.576,11.881,4.738,10.409
2020-09-09 05:00:00,165.727,19.928,15.913,12.042,5.575,10.75
2020-09-09 06:00:00,183.597,20.168,16.515,12.385,3.833,9.234
2020-09-09 07:00:00,204.664,20.109,24.042,17.928,3.685,16.237
2020-09-09 08:00:00,238.772,26.63,31.11,23.842,6.257,25.025
2020-09-09 09:00:00,260.521,30.774,37.987,28.659,8.244,31.227
2020-09-09 10:00:00,252.178,31.495,35.787,24.605,8.853,28.009
2020-09-09 11:00:00,245.732,30.934,36.505,24.848,9.57,28.955
2020-09-09 12:00:00,252.584,33.053,38.301,27.422,9.709,30.477
2020-09-09 13:00:00,264.186,36.216,44.659,31.648,10.075,36.221
2020-09-09 14:00:00,257.015,32.623,40.517,29.8,10.437,33.441
2020-09-09 15:00:00,256.815,33.323,38.502,28.388,9.984,28.021
2020-09-09 16:00:00,250.656,34.792,40.989,29.175,11.013,35.824
2020-09-09 17:00:00,247.436,29.478,38.248,28.706,9.132,32.741
2020-09-09 18:00:00,256.732,34.812,44.47,34.903,11.81,38.857
2020-09-09 19:00:00,263.804,36.376,45.443,35.165,12.229,36.774
2020-09-09 20:00:00,253.307,34.107,39.713,28.595,11.719,29.595
2020-09-09 21:00:00,248.028,30.144,33.972,24.276,10.17,27.081
2020-09-09 22:00:00,234.093,28.933,32.014,22.29,10.416,24.452
2020-09-09 23:00:00,231.98,27.468,30.307,21.918,7.948,25.1
2020-09-10 00:00:00,229.106,25.319,27.618,18.889,6.787,23.573
2020-09-10 01:00:00,210.769,28.762,25.032,14.482,5.02,21.463
2020-09-10 02:00:00,191.563,25.209,22.996,12.186,5.12,13.926
2020-09-10 03:00:00,176.616,22.704,20.662,11.83,6.359,10.744
2020-09-10 04:00:00,175.928,18.399,13.785,12.321,5.251,10.339
2020-09-10 05:00:00,170.835,19.691,14.287,11.222,5.589,9.403
2020-09-10 06:00:00,187.443,20.523,18.578,14.178,3.459,7.707
2020-09-10 07:00:00,207.955,20.491,24.09,16.073,4.867,15.133
2020-09-10 08:00:00,248.235,26.923,31.479,24.136,6.777,25.377
2020-09-10 09:00:00,266.297,32.564,39.497,30.192,10.793,33.025
2020-09-10 10:00:00,255.48,29.702,35.219,25.297,9.004,27.359
2020-09-10 11:00:00,255.153,31.983,37.459,26.39,8.516,28.879
2020-09-10 12:00:00,253.157,32.991,39.945,27.537,10.458,31.16
2020-09-10 13:00:00,258.804,33.557,42.312,31.022,10.124,33.688
2020-09-10 14:00:00,240.243,30.326,36.678,25.835,10.148,28.946
2020-09-10 15:00:00,254.557,31.759,37.805,26.816,11.277,29.762
2020-09-10 16:00:00,252.889,31.608,39.118,28.445,10.414,31.631
2020-09-10 17:00:00,252.767,32.439,41.435,32.557,11.39,36.55
2020-09-10 18:00:00,255.397,35.026,43.902,35.567,12.211,37.925
2020-09-10 19:00:00,255.941,33.731,42.829,33.117,12.004,36.522
2020-09-10 20:00:00,251.28,31.286,37.896,28.569,9.909,29.525
2020-09-10 21:00:00,245.448,29.986,37.278,26.7,9.968,25.809
2020-09-10 22:00:00,236.999,30.334,34.166,24.735,9.932,24.65
2020-09-10 23:00:00,232.15,29.55,31.806,22.855,8.546,23.35
2020-09-11 00:00:00,233.848,29.688,29.859,19.576,8.996,23.722
2020-09-11 01:00:00,209.206,27.604,27.224,17.831,7.491,19.505
2020-09-11 02:00:00,197.796,30.136,29.637,14.202,7.769,5.603
2020-09-11 03:00:00,182.634,24.837,24.316,11.914,4.57,1.885
2020-09-11 04:00:00,167.828,17.38,15.588,13.541,3.507,2.015
2020-09-11 05:00:00,161.634,18.736,16.496,14.298,3.676,2.137
2020-09-11 06:00:00,177.416,21.421,20.35,16.036,3.779,8.185
2020-09-11 07:00:00,206.507,20.361,24.772,19.001,3.832,17.066
2020-09-11 08:00:00,242.323,26.975,31.024,23.149,7.118,25.0
2020-09-11 09:00:00,260.21,33.919,38.753,28.367,10.355,32.446
2020-09-11 10:00:00,249.761,31.583,35.666,24.551,9.626,27.658
2020-09-11 11:00:00,247.822,31.003,34.863,24.647,9.21,28.282
2020-09-11 12:00:00,247.692,31.26,34.458,25.482,9.961,28.953
2020-09-11 13:00:00,242.123,33.175,36.579,27.676,9.107,29.59
2020-09-11 14:00:00,245.879,33.027,36.981,26.197,9.583,29.451
2020-09-11 15:00:00,246.679,32.716,34.79,26.107,9.563,28.978
2020-09-11 16:00:00,246.18,33.792,39.043,29.794,11.19,32.562
2020-09-11 17:00:00,250.825,32.637,41.593,32.648,10.155,35.627
2020-09-11 18:00:00,258.948,37.646,45.901,35.139,11.289,37.138
2020-09-11 19:00:00,262.617,36.67,46.807,35.733,10.485,36.969
2020-09-11 20:00:00,249.68,34.011,41.68,31.943,9.848,32.317
2020-09-11 21:00:00,245.53,32.72,38.988,27.155,9.262,28.806
2020-09-11 22:00:00,234.311,30.145,35.742,25.54,8.097,25.415
2020-09-11 23:00:00,226.64,26.869,30.587,22.442,8.458,23.787
2020-09-12 00:00:00,225.226,25.167,29.664,20.386,7.27,23.63
2020-09-12 01:00:00,193.544,22.964,25.505,15.09,6.935,19.303
2020-09-12 02:00:00,178.643,26.608,28.853,13.332,6.808,5.394
2020-09-12 03:00:00,166.824,29.882,29.108,12.441,5.969,1.92
2020-09-12 04:00:00,150.994,30.636,27.597,12.742,3.506,2.083
2020-09-12 05:00:00,159.579,23.864,20.684,14.16,4.044,1.651
2020-09-12 06:00:00,166.959,20.998,20.183,14.533,4.107,6.48
2020-09-12 07:00:00,181.387,20.304,21.04,12.487,4.253,11.76
2020-09-12 08:00:00,194.388,20.917,23.637,14.477,5.695,14.651
2020-09-12 09:00:00,210.959,24.403,27.77,19.686,6.518,20.508
2020-09-12 10:00:00,227.257,24.746,32.318,24.914,7.587,23.392
2020-09-12 11:00:00,238.266,30.185,38.642,23.255,9.03,28.826
2020-09-12 12:00:00,246.144,30.985,39.201,31.095,9.451,32.288
2020-09-12 13:00:00,243.162,33.161,36.528,28.126,9.361,28.775
2020-09-12 14:00:00,237.813,31.055,36.199,27.409,9.501,26.75
2020-09-12 15:00:00,235.115,30.189,38.53,30.04,10.302,29.715
2020-09-12 16:00:00,228.915,27.355,35.549,27.771,10.033,28.387
2020-09-12 17:00:00,228.182,27.743,36.141,28.58,10.407,30.078
2020-09-12 18:00:00,232.477,28.154,36.437,29.19,10.95,31.483
2020-09-12 19:00:00,246.385,31.184,41.151,32.164,10.531,32.112
2020-09-12 20:00:00,244.622,30.084,39.897,30.404,10.582,31.551
2020-09-12 21:00:00,239.076,29.738,38.527,27.436,9.689,27.954
2020-09-12 22:00:00,234.168,29.694,34.996,23.849,8.933,24.249
2020-09-12 23:00:00,231.498,27.603,32.524,23.147,9.051,24.679
2020-09-13 00:00:00,235.523,30.372,29.384,20.524,7.376,23.894
2020-09-13 01:00:00,216.356,28.901,29.345,16.607,4.068,22.072
2020-09-13 02:00:00,203.889,29.968,29.256,14.912,4.711,14.477
2020-09-13 03:00:00,187.479,27.492,26.769,12.539,3.186,4.996
2020-09-13 04:00:00,168.666,25.581,26.704,13.597,2.607,1.353
2020-09-13 05:00:00,157.013,21.2,19.434,13.307,3.724,1.619
2020-09-13 06:00:00,163.197,20.713,18.133,13.618,3.556,6.67
2020-09-13 07:00:00,170.333,19.158,20.056,12.338,3.822,12.102
2020-09-13 08:00:00,180.027,19.391,22.377,13.708,5.484,14.592
2020-09-13 09:00:00,195.33,19.938,22.377,15.946,5.199,16.344
2020-09-13 10:00:00,217.154,26.606,30.394,24.265,7.289,26.097
2020-09-13 11:00:00,221.546,28.63,31.943,22.242,7.659,23.791
2020-09-13 12:00:00,242.91,33.851,40.085,28.55,9.134,27.944
2020-09-13 13:00:00,241.407,31.841,37.006,26.018,9.323,24.847
2020-09-13 14:00:00,232.789,30.173,34.581,24.286,8.879,23.474
2020-09-13 15:00:00,222.526,27.322,32.89,23.259,8.781,26.89
2020-09-13 16:00:00,228.058,28.014,32.65,22.569,10.407,23.799
2020-09-13 17:00:00,226.529,28.455,33.442,23.932,11.79,25.14
2020-09-13 18:00:00,237.185,30.384,36.868,25.639,10.78,26.9
2020-09-13 19:00:00,248.447,29.321,37.364,31.5,10.733,32.503
2020-09-13 20:00:00,252.411,30.73,37.988,27.004,11.4,29.165
2020-09-13 21:00:00,254.444,29.201,36.396,26.306,10.737,27.208
2020-09-13 22:00:00,240.363,27.05,32.685,23.294,7.875,25.273
2020-09-13 23:00:00,231.289,26.107,29.663,21.348,7.774,24.992
2020-09-14 00:00:00,232.653,26.072,28.417,19.642,6.493,24.222
2020-09-14 01:00:00,201.576,25.36,28.591,14.051,4.532,20.717
2020-09-14 02:00:00,184.799,26.043,28.655,12.193,5.069,12.06
2020-09-14 03:00:00,165.832,24.6,25.132,12.439,4.253,1.555
2020-09-14 04:00:00,165.293,23.554,22.981,11.522,3.186,1.512
2020-09-14 05:00:00,161.775,26.81,26.876,13.491,3.507,2.555
2020-09-14 06:00:00,179.021,22.88,22.335,15.458,4.154,9.674
2020-09-14 07:00:00,211.49,21.577,25.45,18.223,5.518,17.373
2020-09-14 08:00:00,244.782,25.172,31.42,24.794,8.043,25.545
2020-09-14 09:00:00,267.882,32.087,37.055,29.777,9.824,32.438
2020-09-14 10:00:00,264.027,29.924,33.954,24.574,9.573,28.405
2020-09-14 11:00:00,250.376,29.746,33.807,23.393,9.438,28.246
2020-09-14 12:00:00,251.389,30.738,34.024,26.11,8.98,29.181
2020-09-14 13:00:00,260.372,30.525,36.967,29.645,9.538,32.391
2020-09-14 14:00:00,263.657,31.988,39.656,30.755,10.048,32.789
2020-09-14 15:00:00,257.467,30.832,37.846,27.799,9.929,31.521
2020-09-14 16:00:00,263.983,30.483,38.408,29.056,9.835,31.869
2020-09-14 17:00:00,264.042,32.526,40.499,32.184,10.442,37.194
2020-09-14 18:00:00,269.443,34.215,43.758,36.285,11.415,40.383
2020-09-14 19:00:00,277.917,35.888,47.745,38.709,12.501,40.849
2020-09-14 20:00:00,269.001,34.92,43.503,32.719,11.487,33.948
2020-09-14 21:00:00,255.297,33.736,39.27,27.204,11.304,29.01
2020-09-14 22:00:00,241.797,30.934,35.645,24.174,9.791,24.326
2020-09-14 23:00:00,239.452,27.853,32.352,22.267,9.467,24.458
2020-09-15 00:00:00,233.096,27.439,29.364,18.433,8.966,21.776
2020-09-15 01:00:00,199.742,23.163,25.584,14.295,4.798,18.242
2020-09-15 02:00:00,183.074,26.88,27.609,13.727,5.615,7.588
2020-09-15 03:00:00,177.234,26.771,25.469,12.214,4.276,1.907
2020-09-15 04:00:00,170.859,20.269,17.639,13.71,4.775,1.869
2020-09-15 05:00:00,167.733,18.556,15.332,12.955,4.553,2.861
2020-09-15 06:00:00,180.959,20.763,20.177,15.19,4.716,9.012
2020-09-15 07:00:00,213.693,20.654,25.106,18.819,5.83,17.474
2020-09-15 08:00:00,249.561,26.708,32.815,26.12,8.029,26.199
2020-09-15 09:00:00,264.425,32.389,39.201,29.715,11.629,32.326
2020-09-15 10:00:00,256.339,29.395,34.678,26.194,8.547,30.542
2020-09-15 11:00:00,254.949,27.366,35.309,25.833,9.16,29.005
2020-09-15 12:00:00,251.833,28.069,34.036,26.501,9.142,31.095
2020-09-15 13:00:00,264.659,30.952,38.51,30.145,9.79,34.356
2020-09-15 14:00:00,249.406,30.367,36.691,27.046,9.56,31.208
2020-09-15 15:00:00,226.639,31.27,34.152,24.068,9.068,30.176
2020-09-15 16:00:00,203.873,32.174,31.614,26.349,9.731,29.144
2020-09-15 17:00:00,261.938,29.708,38.968,31.806,9.804,35.435
2020-09-15 18:00:00,272.639,34.73,44.232,36.145,10.496,41.392
2020-09-15 19:00:00,270.328,36.616,48.039,37.406,11.921,40.491
2020-09-15 20:00:00,266.313,34.56,43.465,32.535,11.126,32.366
2020-09-15 21:00:00,251.587,34.179,40.782,26.845,11.235,28.053
2020-09-15 22:00:00,247.331,29.448,35.259,24.916,9.174,26.361
2020-09-15 23:00:00,242.271,28.777,34.037,23.486,9.905,24.35
2020-09-16 00:00:00,236.256,27.346,31.844,21.296,7.43,23.28
2020-09-16 01:00:00,198.15,20.366,24.958,14.154,5.087,22.981
2020-09-16 02:00:00,185.868,28.735,29.592,12.528,5.776,14.049
2020-09-16 03:00:00,174.359,27.146,27.382,12.069,5.053,8.648
2020-09-16 04:00:00,171.205,24.827,24.669,12.467,5.447,2.694
2020-09-16 05:00:00,166.938,20.178,18.284,15.704,3.545,1.583
2020-09-16 06:00:00,187.896,22.197,21.217,16.846,3.237,7.764
2020-09-16 07:00:00,207.985,19.91,23.117,15.856,4.148,15.767
2020-09-16 08:00:00,241.991,25.656,31.225,22.861,6.133,25.323
2020-09-16 09:00:00,267.484,32.953,37.972,27.939,9.212,32.09
2020-09-16 10:00:00,264.436,33.732,38.568,26.269,9.263,31.447
2020-09-16 11:00:00,264.279,31.589,37.281,25.964,9.751,30.95
2020-09-16 12:00:00,275.462,34.929,42.444,30.458,11.451,34.755
2020-09-16 13:00:00,274.749,36.342,40.941,32.6,11.545,35.828
2020-09-16 14:00:00,260.732,35.479,41.348,28.579,9.908,32.243
2020-09-16 15:00:00,258.187,34.872,40.651,28.292,9.935,30.078
2020-09-16 16:00:00,261.991,35.267,40.552,29.452,9.975,31.254
2020-09-16 17:00:00,262.359,34.98,42.793,33.508,10.182,33.975
2020-09-16 18:00:00,256.053,33.575,39.634,31.161,10.015,33.006
2020-09-16 19:00:00,253.49,32.564,37.933,32.024,10.779,31.27
2020-09-16 20:00:00,250.928,31.554,36.231,27.393,9.358,29.534
2020-09-16 21:00:00,248.365,30.543,34.53,25.511,9.029,27.798
2020-09-16 22:00:00,245.803,29.533,32.829,23.627,8.7,26.062
2020-09-16 23:00:00,243.241,28.523,32.485,21.743,8.372,24.326
2020-09-17 00:00:00,243.04964,28.510759999999998,32.43528,21.662560000000003,8.34676,24.313
2020-09-17 01:00:00,242.85828,28.49852,32.38556,21.58212,8.32152,24.3
2020-09-17 02:00:00,242.66692,28.486279999999997,32.33584,21.50168,8.296280000000001,24.287
2020-09-17 03:00:00,242.47556,28.474040000000002,32.28612,21.42124,8.271040000000001,24.274
2020-09-17 04:00:00,242.2842,28.4618,32.2364,21.340799999999998,8.2458,24.261
2020-09-17 05:00:00,242.09284,28.44956,32.18668,21.260360000000002,8.220559999999999,24.248
2020-09-17 06:00:00,241.90148000000002,28.43732,32.13696,21.17992,8.195319999999999,24.235
2020-09-17 07:00:00,241.71012,28.42508,32.08724,21.09948,8.17008,24.222
2020-09-17 08:00:00,241.51876000000001,28.41284,32.03752,21.01904,8.14484,24.209
2020-09-17 09:00:00,241.32739999999998,28.400599999999997,31.9878,20.938599999999997,8.1196,24.196
2020-09-17 10:00:00,241.13604,28.388360000000002,31.938080000000003,20.85816,8.09436,24.183
2020-09-17 11:00:00,240.94468,28.37612,31.888360000000002,20.777720000000002,8.06912,24.17
2020-09-17 12:00:00,240.75332,28.36388,31.838639999999998,20.69728,8.04388,24.157
2020-09-17 13:00:00,240.56196,28.35164,31.788919999999997,20.61684,8.01864,24.144
2020-09-17 14:00:00,240.3706,28.3394,31.7392,20.5364,7.993399999999999,24.131
2020-09-17 15:00:00,240.17924,28.32716,31.68948,20.455959999999997,7.96816,24.118
2020-09-17 16:00:00,239.98788000000002,28.314919999999997,31.63976,20.37552,7.94292,24.105
2020-09-17 17:00:00,239.79652,28.30268,31.590040000000002,20.295080000000002,7.917680000000001,24.092
2020-09-17 18:00:00,239.60516,28.29044,31.54032,20.21464,7.892440000000001,24.079
2020-09-17 19:00:00,239.41379999999998,28.278200000000002,31.490599999999997,20.1342,7.8671999999999995,24.066
2020-09-17 20:00:00,239.22244,28.26596,31.44088,20.053759999999997,7.84196,24.053
2020-09-17 21:00:00,239.03107999999997,28.25372,31.39116,19.97332,7.81672,24.04
2020-09-17 22:00:00,238.83972,28.24148,31.34144,19.89288,7.79148,24.027
2020-09-17 23:00:00,238.64836,28.22924,31.29172,19.81244,7.76624,24.014
2020-09-18 00:00:00,238.457,28.217,31.242,19.732,7.741,24.001
2020-09-18 01:00:00,210.724,26.685,27.766,12.8,4.798,20.498
2020-09-18 02:00:00,190.647,30.164,30.057,12.755,7.443,8.211
2020-09-18 03:00:00,176.334,23.601,24.392,10.688,6.068,2.299
2020-09-18 04:00:00,168.519,21.514,20.525,8.864,4.486,1.675
2020-09-18 05:00:00,163.346,22.104,11.292,12.407,2.546,1.832
2020-09-18 06:00:00,176.738,21.567,17.729,14.68,3.687,6.583
2020-09-18 07:00:00,183.178,16.957,21.429,14.46,4.393,14.983
2020-09-18 08:00:00,197.046,22.216,25.019,17.858,7.409,20.742
2020-09-18 09:00:00,219.086,29.788,32.531,23.522,9.788,27.826
2020-09-18 10:00:00,223.296,28.938,32.053,23.656,9.635,24.72
2020-09-18 11:00:00,248.621,29.384,33.892,23.106,9.483,26.174
2020-09-18 12:00:00,253.771,29.739,32.936,23.143,9.55,26.244
2020-09-18 13:00:00,240.344,32.08,34.736,25.707,11.089,27.158
2020-09-18 14:00:00,236.862,30.177,33.291,24.214,9.857,24.804
2020-09-18 15:00:00,221.781,29.592,33.505,24.161,9.68,24.886
2020-09-18 16:00:00,217.803,31.954,33.273,24.809,10.396,26.273
2020-09-18 17:00:00,226.209,30.919,37.331,29.086,9.667,30.835
2020-09-18 18:00:00,244.84,33.748,43.692,35.038,11.263,37.342
2020-09-18 19:00:00,256.009,37.946,45.847,36.265,11.874,37.615
2020-09-18 20:00:00,246.138,32.658,41.02,31.242,11.253,31.909
2020-09-18 21:00:00,244.233,28.941,34.941,27.197,10.234,28.294
2020-09-18 22:00:00,233.164,28.621,33.901,24.889,9.473,25.294
2020-09-18 23:00:00,238.288,27.72,32.447,25.838,9.182,24.661
2020-09-19 00:00:00,233.797,28.277,33.284,23.254,9.24,23.408
2020-09-19 01:00:00,214.675,25.921,26.249,13.259,6.755,17.62
2020-09-19 02:00:00,205.827,28.982,27.316,13.038,7.275,9.448
2020-09-19 03:00:00,189.785,33.009,28.174,12.612,6.904,8.134
2020-09-19 04:00:00,175.987,29.986,27.853,12.341,5.187,1.845
2020-09-19 05:00:00,174.325,27.146,21.676,11.288,3.086,1.752
2020-09-19 06:00:00,179.649,21.109,18.523,14.121,3.625,6.356
2020-09-19 07:00:00,186.67,18.114,20.951,14.844,4.126,11.108
2020-09-19 08:00:00,202.545,21.537,24.559,18.279,5.938,15.633
2020-09-19 09:00:00,226.714,26.044,33.091,24.702,7.133,21.276
2020-09-19 10:00:00,238.379,31.841,39.085,27.798,9.561,25.6
2020-09-19 11:00:00,246.455,32.315,38.927,25.94,9.984,31.29
2020-09-19 12:00:00,255.857,37.198,43.483,34.761,11.521,33.076
2020-09-19 13:00:00,246.263,35.592,42.206,33.185,10.509,32.694
2020-09-19 14:00:00,250.602,35.61,41.029,30.995,9.514,30.238
2020-09-19 15:00:00,246.081,36.109,40.43,30.449,9.953,31.504
2020-09-19 16:00:00,238.852,34.687,41.895,29.52,9.303,31.739
2020-09-19 17:00:00,238.114,33.908,42.091,31.369,10.074,30.909
2020-09-19 18:00:00,244.062,34.834,44.376,34.425,11.017,34.961
2020-09-19 19:00:00,255.571,34.065,42.888,33.643,11.059,34.178
2020-09-19 20:00:00,253.869,33.08,39.787,30.217,10.243,28.295
2020-09-19 21:00:00,248.774,31.524,38.96,29.144,9.679,27.269
2020-09-19 22:00:00,243.227,30.931,35.151,25.213,8.518,24.846
2020-09-19 23:00:00,245.19,32.75,35.436,26.743,9.688,22.985
2020-09-20 00:00:00,244.337,29.183,35.551,23.513,9.704,22.68
2020-09-20 01:00:00,229.778,31.423,31.061,14.358,7.445,18.602
2020-09-20 02:00:00,209.493,29.944,29.207,13.3,8.307,11.243
2020-09-20 03:00:00,196.673,33.3,33.466,15.5,7.615,5.664
2020-09-20 04:00:00,177.982,30.264,29.626,15.603,3.787,1.327
2020-09-20 05:00:00,171.899,30.183,26.564,14.092,4.151,1.36
2020-09-20 06:00:00,182.722,23.724,20.5,15.308,5.1,5.254
2020-09-20 07:00:00,192.177,20.085,23.284,15.927,4.554,12.037
2020-09-20 08:00:00,201.472,22.693,24.061,16.662,5.293,12.74
2020-09-20 09:00:00,216.237,25.311,27.532,20.095,6.449,14.77
2020-09-20 10:00:00,230.272,28.996,32.319,22.854,8.181,19.795
2020-09-20 11:00:00,244.637,32.105,36.825,27.113,9.184,26.198
2020-09-20 12:00:00,258.386,34.418,41.105,29.815,9.416,26.273
2020-09-20 13:00:00,249.056,33.089,37.182,27.487,9.181,24.897
2020-09-20 14:00:00,247.817,30.392,36.339,26.468,9.28,27.463
2020-09-20 15:00:00,251.477,31.561,37.068,25.63,9.832,24.194
2020-09-20 16:00:00,253.957,31.397,38.468,26.873,10.228,25.936
2020-09-20 17:00:00,253.835,31.346,37.941,26.869,10.804,26.628
2020-09-20 18:00:00,264.58,32.936,39.929,31.008,11.077,32.832
2020-09-20 19:00:00,272.441,34.925,42.251,32.895,12.037,30.373
2020-09-20 20:00:00,274.914,36.293,41.759,30.412,10.949,28.771
2020-09-20 21:00:00,273.473,33.968,38.726,28.719,10.992,28.448
2020-09-20 22:00:00,266.38,34.029,37.436,26.191,9.831,24.304
2020-09-20 23:00:00,259.455,31.18,33.455,23.117,9.822,22.51
2020-09-21 00:00:00,243.13,29.491,32.176,23.831,7.671,25.062
2020-09-21 01:00:00,222.587,31.519,29.309,14.071,7.351,16.988
2020-09-21 02:00:00,207.206,30.604,28.399,12.362,6.071,8.893
2020-09-21 03:00:00,193.372,29.577,28.868,14.443,3.537,4.737
2020-09-21 04:00:00,176.151,29.169,28.554,15.914,3.633,1.438
2020-09-21 05:00:00,164.358,24.387,22.618,18.513,3.786,1.436
2020-09-21 06:00:00,187.61,24.887,23.357,14.68,4.024,8.122
2020-09-21 07:00:00,225.369,23.145,25.088,19.569,4.946,18.199
2020-09-21 08:00:00,263.679,29.811,32.454,25.649,7.461,27.351
2020-09-21 09:00:00,279.006,34.443,38.184,30.177,10.112,35.771
2020-09-21 10:00:00,274.413,34.553,38.883,28.881,9.938,32.003
2020-09-21 11:00:00,259.099,31.178,35.971,25.661,10.463,29.763
2020-09-21 12:00:00,267.687,32.612,38.355,29.211,10.641,32.139
2020-09-21 13:00:00,272.832,33.534,38.836,30.456,10.654,33.931
2020-09-21 14:00:00,270.478,33.392,37.702,29.812,10.122,32.863
2020-09-21 15:00:00,262.73,31.405,33.185,25.952,9.504,28.678
2020-09-21 16:00:00,268.206,32.4,36.759,26.203,10.666,29.948
2020-09-21 17:00:00,264.613,34.129,40.672,30.886,11.668,34.977
2020-09-21 18:00:00,281.339,35.157,48.261,39.396,11.947,41.202
2020-09-21 19:00:00,281.967,37.489,46.471,36.206,12.188,37.285
2020-09-21 20:00:00,280.651,36.909,44.696,32.439,12.509,31.843
2020-09-21 21:00:00,268.768,34.532,39.071,27.968,10.129,28.5
2020-09-21 22:00:00,261.705,34.613,37.488,25.184,10.338,24.691
2020-09-21 23:00:00,256.196,30.894,33.405,24.05,10.07,24.013
2020-09-22 00:00:00,247.594,30.086,32.153,22.556,9.18,23.241
2020-09-22 01:00:00,214.339,21.039,25.554,11.313,8.299,15.158
2020-09-22 02:00:00,198.554,25.944,25.688,11.586,9.825,1.315
2020-09-22 03:00:00,178.015,21.474,23.671,10.89,5.06,6.663
2020-09-22 04:00:00,160.381,23.409,3.176,1.916,1.96,1.421
2020-09-22 05:00:00,158.368,15.649,12.465,2.785,2.475,1.552
2020-09-22 06:00:00,169.169,13.449,12.017,9.192,3.171,7.143
2020-09-22 07:00:00,187.378,19.594,21.321,15.314,2.954,14.058
2020-09-22 08:00:00,211.551,14.009,14.919,10.567,4.126,5.015
2020-09-22 09:00:00,232.75,13.83,9.94,14.929,10.356,8.345
2020-09-22 10:00:00,231.692,30.943,31.213,23.369,8.83,26.14
2020-09-22 11:00:00,260.417,31.806,36.358,26.585,8.985,29.803
2020-09-22 12:00:00,262.7,33.397,37.913,29.569,11.105,32.457
2020-09-22 13:00:00,276.348,35.007,42.15,33.92,11.557,34.789
2020-09-22 14:00:00,265.597,33.506,40.123,30.675,11.623,32.401
2020-09-22 15:00:00,256.618,30.495,35.195,28.106,9.884,29.711
2020-09-22 16:00:00,258.171,32.476,38.754,29.806,11.272,31.372
2020-09-22 17:00:00,258.343,32.338,38.65,32.463,10.129,34.083
2020-09-22 18:00:00,259.238,30.627,41.264,34.511,9.919,34.379
2020-09-22 19:00:00,281.005,36.097,45.646,37.345,11.901,37.922
2020-09-22 20:00:00,269.936,34.191,41.657,34.181,11.202,33.739
2020-09-22 21:00:00,262.8,33.176,40.008,29.259,11.221,27.31
2020-09-22 22:00:00,261.573,33.587,36.876,25.481,9.696,24.152
2020-09-22 23:00:00,257.301,31.533,35.681,23.578,10.045,22.211
2020-09-23 00:00:00,251.342,29.989,33.696,21.813,10.65,21.391
2020-09-23 01:00:00,230.637,29.426,27.689,17.714,9.688,16.651
2020-09-23 02:00:00,204.826,33.996,21.377,10.035,7.716,18.439
2020-09-23 03:00:00,182.467,33.693,17.813,11.166,4.482,11.845
2020-09-23 04:00:00,172.145,31.312,15.004,0.524,2.972,1.381
2020-09-23 05:00:00,186.097,34.226,15.956,0.568,3.548,1.204
2020-09-23 06:00:00,202.114,30.539,19.947,7.543,3.732,7.627
2020-09-23 07:00:00,232.172,24.879,27.338,18.242,5.487,17.532
2020-09-23 08:00:00,259.821,27.55,31.433,24.544,6.431,26.657
2020-09-23 09:00:00,277.208,32.869,38.925,29.096,9.081,31.873
2020-09-23 10:00:00,270.541,33.901,35.218,24.254,10.888,28.777
2020-09-23 11:00:00,258.696,30.41,36.13,25.726,9.958,28.364
2020-09-23 12:00:00,254.508,31.968,37.59,25.992,10.25,30.571
2020-09-23 13:00:00,272.331,36.514,42.98,33.566,11.919,35.917
2020-09-23 14:00:00,261.111,35.304,40.505,29.006,10.613,30.309
2020-09-23 15:00:00,262.842,33.423,38.818,26.913,10.466,30.014
2020-09-23 16:00:00,255.336,31.944,37.12,26.04,10.189,28.504
2020-09-23 17:00:00,266.008,32.949,42.009,32.989,11.302,35.02
2020-09-23 18:00:00,266.374,33.738,42.94,33.2,12.343,36.26
2020-09-23 19:00:00,282.067,33.419,42.154,33.651,10.902,36.9
2020-09-23 20:00:00,271.443,35.224,41.744,31.135,12.214,33.877
2020-09-23 21:00:00,265.416,34.135,37.383,26.043,11.686,25.962
2020-09-23 22:00:00,253.219,31.814,34.462,22.291,10.677,22.94
2020-09-23 23:00:00,257.892,31.385,33.023,22.737,10.565,23.575
2020-09-24 00:00:00,243.05,27.882,29.981,19.561,8.675,21.181
2020-09-24 01:00:00,226.164,25.21,25.898,15.012,8.828,19.18
